OBJECTID,MONLOCID,SAMPTYPE,INSTRUMT,SECCHI,DEPTH,PH,DO,CONDUCT,TEMP,MON_DATE,ENC_LK_DEPTH,SP_COND,GlobalID
5849,ALBRO_OUT,Outlet Sample,YSI,,0,8.03,9.1,0.197,10.31,2022/04/27 00:00:00+00,,,a4e7b36a-bbac-47fe-9fc6-c71bc2e47774
5850,ALBRO_SD,Deep/Surface Sample,YSI,4.1,0,7.86,10.17,0.196,10.04,2022/04/27 00:00:00+00,,,5862dece-4c5c-40bc-8904-1ff1b3ac5445
5851,ALBRO_SD,Deep/Surface Sample,YSI,4.1,0.5,7.85,9.61,0.198,10.07,2022/04/27 00:00:00+00,,,6535a45b-b36d-4ab6-8ea4-76202b0e0611
5852,ALBRO_SD,Deep/Surface Sample,YSI,4.1,1,7.84,9.57,0.198,10.08,2022/04/27 00:00:00+00,,,7f231c74-422e-46ec-bff9-1a83962d43a6
5853,ALBRO_SD,Deep/Surface Sample,YSI,4.1,1.5,7.84,9.45,0.198,10.08,2022/04/27 00:00:00+00,,,36cf063a-824c-41da-a17e-8358f152c183
5854,ALBRO_SD,Deep/Surface Sample,YSI,4.1,2,7.83,9.16,0.198,10.09,2022/04/27 00:00:00+00,,,82868d2b-af25-41b2-b188-353534d535bf
5855,ALBRO_SD,Deep/Surface Sample,YSI,4.1,2.5,7.83,8.2,0.199,10.01,2022/04/27 00:00:00+00,,,b5bb1b01-b741-40ef-b9ef-9dcb3f5f95ff
5856,ALBRO_SD,Deep/Surface Sample,YSI,4.1,3,7.96,9.42,0.199,9.94,2022/04/27 00:00:00+00,,,22defe6b-a505-4896-89ae-c1814507d81f
5857,ALBRO_SD,Deep/Surface Sample,YSI,4.1,3.5,8.03,9.34,0.198,9.98,2022/04/27 00:00:00+00,,,9ee059c7-aadc-4660-95ae-46cefb278903
5858,ALBRO_SD,Deep/Surface Sample,YSI,4.1,4,8.06,7.55,0.198,9.97,2022/04/27 00:00:00+00,,,779f13ef-4495-4d1d-bffd-c89c0bfb05bd
5859,ALBRO_SD,Deep/Surface Sample,YSI,4.1,4.5,8.09,7.56,0.199,9.97,2022/04/27 00:00:00+00,,,00e0e50f-c784-48d0-b917-1f8db3006e4f
5860,ALBRO_SD,Deep/Surface Sample,YSI,4.1,5,8.11,7.6,0.197,9.24,2022/04/27 00:00:00+00,,,30559257-6592-40eb-9099-ccec841b4660
5861,ALBRO_SD,Deep/Surface Sample,YSI,4.1,5.5,8.12,9.38,0.198,8.94,2022/04/27 00:00:00+00,,,896797af-b5f8-48c8-a36c-b61d87490ff4
5862,ALBRO_SD,Deep/Surface Sample,YSI,4.1,6,8.11,7.45,0.198,8.82,2022/04/27 00:00:00+00,,,4493286a-09b2-4e55-be1f-03cdf6708c0f
5863,ALBR_OUT,Outlet Sample,YSI,,0,5.94,9.72,0.034,13,2022/05/12 00:00:00+00,,,10071a0d-796e-4503-9727-02baa2b81ff5
5864,ALBR_SD,Deep/Surface Sample,YSI,1.6,0,6.19,9.52,0.037,18,2022/05/12 00:00:00+00,,,bf34a844-e76d-4e1d-bcf7-9bf19c91bfd9
5865,ALBR_SD,Deep/Surface Sample,YSI,1.6,0.5,5.79,9.61,0.037,16.9,2022/05/12 00:00:00+00,,,35bed3d4-6dda-4864-8423-437c0546f6f1
5866,ALBR_SD,Deep/Surface Sample,YSI,1.6,1,5.85,9.62,0.037,16.9,2022/05/12 00:00:00+00,,,e45a385c-af2f-4ea2-9f42-fb8a0872edb0
5867,ALBR_SD,Deep/Surface Sample,YSI,1.6,1.5,5.92,9.62,0.037,16.8,2022/05/12 00:00:00+00,,,b826ab25-dec3-4777-9198-e972e89a2277
5868,ALBR_SD,Deep/Surface Sample,YSI,1.6,2,5.93,9.7,0.035,14.5,2022/05/12 00:00:00+00,,,fafdba76-e353-4a10-ac2a-10a75e03cbde
5869,ALBR_SD,Deep/Surface Sample,YSI,1.6,2.5,5.88,9.72,0.034,13.1,2022/05/12 00:00:00+00,,,f58d35a5-2476-4e10-bc3b-5a67e1ca3de3
5870,ALBR_SD,Deep/Surface Sample,YSI,1.6,3,5.86,9.66,0.034,13,2022/05/12 00:00:00+00,,,1ab717b3-dd47-44ea-94c4-46f74d753938
5871,ALBR_SD,Deep/Surface Sample,YSI,1.6,3.5,5.88,9.63,0.034,13,2022/05/12 00:00:00+00,,,8e24043f-87a9-42c1-a734-df8bd658a758
5872,ALBR_SD,Deep/Surface Sample,YSI,1.6,4,5.9,9.62,0.034,12.9,2022/05/12 00:00:00+00,,,096d759c-1a49-4a78-bbfa-b407aeb4271f
5873,ALBR_SD,Deep/Surface Sample,YSI,1.6,4.5,5.97,9.61,0.034,12.9,2022/05/12 00:00:00+00,,,6a3d0a3a-a376-4276-9795-bd525f646c82
5874,ALBR_SD,Deep/Surface Sample,YSI,1.6,5,6.01,9.59,0.034,12.8,2022/05/12 00:00:00+00,,,dfa24d79-8323-4316-aa29-7057ffc6f725
5875,ALBR_SD,Deep/Surface Sample,YSI,1.6,5.5,6.01,9.57,0.034,12.8,2022/05/12 00:00:00+00,,,5b5c98f7-37d9-4ce0-82c7-9ea15d0c06b8
5876,ALBR_SD,Deep/Surface Sample,YSI,1.6,6,6,9.56,0.034,12.7,2022/05/12 00:00:00+00,,,9a267fc9-e9bb-47dd-8060-4ef372324478
5877,ALBR_SD,Deep/Surface Sample,YSI,1.6,6.5,5.98,9.56,0.034,12.7,2022/05/12 00:00:00+00,,,3c2e4202-a433-4355-9f64-f8b415071b91
5878,ALBR_SD,Deep/Surface Sample,YSI,1.6,7,5.97,9.57,0.034,12.7,2022/05/12 00:00:00+00,,,6b6fdea5-013e-4583-af6d-640f75db6278
5879,ALBR_SD,Deep/Surface Sample,YSI,1.6,7.5,5.97,9.57,0.034,12.7,2022/05/12 00:00:00+00,,,d67da01e-8844-43bf-9755-f28c0b2eb148
5880,ALBR_SD,Deep/Surface Sample,YSI,1.6,8,5.96,9.57,0.034,12.7,2022/05/12 00:00:00+00,,,dd58f53b-8426-4c97-a92f-94b9ecb12e12
5881,ALBR_SD,Deep/Surface Sample,YSI,1.6,8.5,5.96,9.52,0.034,12.6,2022/05/12 00:00:00+00,,,4559b7a4-5604-4f95-84a8-eb08225f69f6
5882,ALBR_SD,Deep/Surface Sample,YSI,1.6,9,5.96,9.48,0.034,12.6,2022/05/12 00:00:00+00,,,2b1c6257-a391-4bda-8e87-3b4efb8c6667
5883,ALBR_SD,Deep/Surface Sample,YSI,1.6,9.5,5.85,9.39,0.033,12.3,2022/05/12 00:00:00+00,,,77cc5381-bf7a-4b93-b1af-e26ac1388e17
5884,ALBR_SD,Deep/Surface Sample,YSI,1.6,10,5.9,8.97,0.033,12.1,2022/05/12 00:00:00+00,,,447ccf3b-5f7f-4a76-ad25-d4bf94a344ba
5885,AND_OUT,Outlet Sample,YSI,,0,5.83,10.7,0.035,14.3,2022/05/12 00:00:00+00,,,a4158e6e-2cc3-4626-adb2-efe61eb375ef
5886,AND_SD,Deep/Surface Sample,YSI,4.4,0,5.81,10.43,0.034,14.4,2022/05/12 00:00:00+00,,,b32a0267-f953-492a-94ab-680d813b0e0e
5887,AND_SD,Deep/Surface Sample,YSI,4.4,0.5,5.83,10.66,0.034,13.8,2022/05/12 00:00:00+00,,,eac5811e-822d-422f-ae58-0972080c29ec
5888,AND_SD,Deep/Surface Sample,YSI,4.4,1,5.83,10.8,0.033,13.4,2022/05/12 00:00:00+00,,,f1c827e9-a38f-4bac-90a4-aaa449aee83e
5889,AND_SD,Deep/Surface Sample,YSI,4.4,1.5,5.82,10.83,0.033,13.2,2022/05/12 00:00:00+00,,,ea2eccdc-cadf-464e-9224-6f262e2745fd
5890,AND_SD,Deep/Surface Sample,YSI,4.4,2,5.79,10.91,0.033,12.6,2022/05/12 00:00:00+00,,,72cc7386-103a-4461-9803-ec60077ad954
5891,AND_SD,Deep/Surface Sample,YSI,4.4,2.5,5.77,10.92,0.033,12.3,2022/05/12 00:00:00+00,,,19bd4a5a-9092-49ca-a2ed-fc4e4b8b5390
5892,AND_SD,Deep/Surface Sample,YSI,4.4,3,5.76,10.9,0.033,12.1,2022/05/12 00:00:00+00,,,14a47eb4-9b45-4d83-8d0b-e7132db96326
5893,AND_SD,Deep/Surface Sample,YSI,4.4,3.5,5.73,10.89,0.032,11.7,2022/05/12 00:00:00+00,,,02354401-19cf-4fe5-8658-52b366c16719
5894,AND_SD,Deep/Surface Sample,YSI,4.4,4,5.69,10.85,0.032,11.1,2022/05/12 00:00:00+00,,,5200fafc-9c74-4128-8e25-1dfc919dd1d2
5895,AND_SD,Deep/Surface Sample,YSI,4.4,4.5,5.67,10.77,0.031,10.5,2022/05/12 00:00:00+00,,,188b9ac1-ac3c-45f6-859d-fbd00ada0be3
5896,AND_SD,Deep/Surface Sample,YSI,4.4,5,5.65,10.81,0.031,9.7,2022/05/12 00:00:00+00,,,8f3fb9df-3422-49a2-8bf6-08a672c9d3ef
5897,AND_SD,Deep/Surface Sample,YSI,4.4,5.5,5.6,10.66,0.03,9.3,2022/05/12 00:00:00+00,,,c3ae8e04-6511-44bd-9723-8175f18740be
5898,AND_SD,Deep/Surface Sample,YSI,4.4,6,5.57,10.55,0.03,9.2,2022/05/12 00:00:00+00,,,25f9167d-b838-4e34-a590-6b3bf77f8fc5
5899,AND_SD,Deep/Surface Sample,YSI,4.4,6.5,5.54,10.4,0.03,8.9,2022/05/12 00:00:00+00,,,184db931-8526-4caf-9ce2-c7b1505bdd97
5900,AND_SD,Deep/Surface Sample,YSI,4.4,7,5.5,10,0.03,8.6,2022/05/12 00:00:00+00,,,a0182f4d-1a0e-46af-9cf2-cfd79c0b0a79
5901,AND_SD,Deep/Surface Sample,YSI,4.4,7.5,5.47,9.7,0.03,8.4,2022/05/12 00:00:00+00,,,1e718cfb-d00d-445f-b157-12e51cf8f3f8
5902,AND_SD,Deep/Surface Sample,YSI,4.4,8,5.45,9.38,0.03,8.3,2022/05/12 00:00:00+00,,,3e22c89a-9ac8-4f92-adcb-17f80ab01e3c
5903,AND_SD,Deep/Surface Sample,YSI,4.4,8.5,5.42,9.14,0.03,8.2,2022/05/12 00:00:00+00,,,5d2f9f90-7193-4e17-8f9a-96e887ef0399
5904,AND_SD,Deep/Surface Sample,YSI,4.4,9,5.51,8.85,0.03,8,2022/05/12 00:00:00+00,,,f3a4b2c9-dc29-4e0f-ab0d-62833ac0a0a5
5905,AND_SD,Deep/Surface Sample,YSI,4.4,9.5,5.43,8.55,0.03,7.9,2022/05/12 00:00:00+00,,,2432a3e0-3ae3-4bea-bf9f-051e3c788cc2
5906,AND_SD,Deep/Surface Sample,YSI,4.4,10,5.41,8.35,0.03,7.9,2022/05/12 00:00:00+00,,,8b24e820-72ee-40c5-818a-1ec3151bae28
5907,AND_SD,Deep/Surface Sample,YSI,4.4,10.5,5.39,8.05,0.03,7.8,2022/05/12 00:00:00+00,,,6f268c4d-c0ef-4766-acd7-60c9076245cf
5908,AND_SD,Deep/Surface Sample,YSI,4.4,11,5.39,7.62,0.03,7.8,2022/05/12 00:00:00+00,,,0ec7d08c-5e5f-4ff0-952a-4f143450dc45
5909,AND_SD,Deep/Surface Sample,YSI,4.4,11.5,5.41,7.47,0.03,7.8,2022/05/12 00:00:00+00,,,16dfae1e-6750-4292-9482-3d075f0f276b
5910,BAN_OUT,Outlet Sample,YSI,,0,8.25,9.24,0.442,9.66,2022/04/27 00:00:00+00,,,89841dff-8d6e-4374-b04a-01ecf5ae6bd5
5911,BAN_SD,Deep/Surface Sample,YSI,4,0,8.06,10.15,0.445,10.21,2022/04/27 00:00:00+00,,,06db5bb1-449d-4eab-8af2-4589f5b15d4e
5912,BAN_SD,Deep/Surface Sample,YSI,4,0.5,8.11,9.87,0.442,10.21,2022/04/27 00:00:00+00,,,8b6fb67d-62dd-48c9-9b24-79ecdafa7b0f
5913,BAN_SD,Deep/Surface Sample,YSI,4,1,8.11,9.63,0.443,10.18,2022/04/27 00:00:00+00,,,4de8aa10-e5a2-4046-b419-56ef1ebddb43
5914,BAN_SD,Deep/Surface Sample,YSI,4,1.5,8.04,9.56,0.443,10.21,2022/04/27 00:00:00+00,,,bd2ced3d-4a7e-445f-bded-4658e26836c4
5915,BAN_SD,Deep/Surface Sample,YSI,4,2,7.97,9.56,0.443,10.2,2022/04/27 00:00:00+00,,,deb19a94-2ce5-4cf9-87ad-01e58344bcff
5916,BAN_SD,Deep/Surface Sample,YSI,4,2.5,8,7.72,0.445,10.13,2022/04/27 00:00:00+00,,,e6f90a62-53dd-4062-a3f6-2283d82e5bbb
5917,BAN_SD,Deep/Surface Sample,YSI,4,3,8.03,7.76,0.445,10.09,2022/04/27 00:00:00+00,,,2288093f-635c-4c03-8081-0619db82456c
5918,BAN_SD,Deep/Surface Sample,YSI,4,3.5,8.05,9.16,0.444,10.09,2022/04/27 00:00:00+00,,,9a78d0d7-0473-4ec6-bb02-a3c774a15cc9
5919,BAN_SD,Deep/Surface Sample,YSI,4,4,8.07,7.72,0.444,10.09,2022/04/27 00:00:00+00,,,846831a2-00ac-4d73-8587-20e0a143a6e1
5920,BAN_SD,Deep/Surface Sample,YSI,4,4.5,8,7.47,0.445,10.08,2022/04/27 00:00:00+00,,,0e8dd9c5-4aaf-4e0c-a53e-b1363303efdc
5921,BAN_SD,Deep/Surface Sample,YSI,4,5,8.13,7.43,0.444,10.07,2022/04/27 00:00:00+00,,,279baa94-faf9-480a-a85c-1cf8b1600a08
5922,BAN_SD,Deep/Surface Sample,YSI,4,5.5,8.2,7.32,0.444,10.07,2022/04/27 00:00:00+00,,,45ff9981-a7b0-45d6-addd-f9524b81b128
5923,BAN_SD,Deep/Surface Sample,YSI,4,6,8.23,7.47,0.445,9.7,2022/04/27 00:00:00+00,,,77805686-9305-47a7-814b-46918ada0170
5924,BAN_SD,Deep/Surface Sample,YSI,4,6.5,8.25,9.22,0.445,9.96,2022/04/27 00:00:00+00,,,8177e362-5d93-4d7e-b3c0-f39dcf893eed
5925,BAN_SD,Deep/Surface Sample,YSI,4,7,8.27,9.3,0.442,9.7,2022/04/27 00:00:00+00,,,c64fc1d7-fb67-45ea-8d74-5f1da79b64fe
5926,BAN_SD,Deep/Surface Sample,YSI,4,7.5,8.27,7.27,0.444,9.57,2022/04/27 00:00:00+00,,,c8011a83-e41c-43c3-9ebc-bcb4ee18309f
5927,BAN_SD,Deep/Surface Sample,YSI,4,8,8.26,7.17,0.444,9.47,2022/04/27 00:00:00+00,,,499bbc57-8e7e-4a5c-8061-1ddca538f1a3
5928,BAN_SD,Deep/Surface Sample,YSI,4,8.5,8.27,7.2,0.444,9.39,2022/04/27 00:00:00+00,,,3eef5bb2-9a64-4d0c-b380-ce18e6f1a07a
5929,BAN_SD,Deep/Surface Sample,YSI,4,9,8.28,9.18,0.444,9.34,2022/04/27 00:00:00+00,,,a26aeb22-e2a8-468a-b4cd-c656d572581c
5930,BAN_SD,Deep/Surface Sample,YSI,4,9.5,8.28,8.22,0.442,9.37,2022/04/27 00:00:00+00,,,fe84f88f-7afb-4c10-bae1-0955054688db
5931,BAN_SD,Deep/Surface Sample,YSI,4,10,8.26,7.27,0.444,9.2,2022/04/27 00:00:00+00,,,1d48e04e-9012-462a-a8e8-d0950bcf1c60
5932,BAN_SD,Deep/Surface Sample,YSI,4,10.5,8.25,7.07,0.444,9.15,2022/04/27 00:00:00+00,,,1ee9e96e-1a82-4bfd-9249-c3f142e603d6
5933,BAN_SD,Deep/Surface Sample,YSI,4,11,8.23,7.2,0.445,9.09,2022/04/27 00:00:00+00,,,78469e53-39a1-4b0b-a19f-3bad25dea95e
5934,BAR_OUT,Outlet Sample,YSI,,0,7,12.26,0.142,10.4,2022/05/05 00:00:00+00,,,143a7e7d-6398-4c31-b9fe-54d393bbd52b
5935,BAR_SD,Deep/Surface Sample,YSI,3.4,0,6.93,14.47,0.14,10.75,2022/05/05 00:00:00+00,,,60085e32-b78f-4657-8463-ca031d82f9c5
5936,BAR_SD,Deep/Surface Sample,YSI,3.4,0.5,6.99,13.94,0.14,10.88,2022/05/05 00:00:00+00,,,45531acf-534d-4998-b377-d018a5f623c4
5937,BAR_SD,Deep/Surface Sample,YSI,3.4,1,7,13.76,0.14,10.87,2022/05/05 00:00:00+00,,,894b8a50-5dd6-4a1b-823a-ab2b0151ff54
5938,BAR_SD,Deep/Surface Sample,YSI,3.4,1.5,6.62,13.36,0.14,10.87,2022/05/05 00:00:00+00,,,726de9ba-ad5a-4f4a-9f46-d08ba94df454
5939,BAR_SD,Deep/Surface Sample,YSI,3.4,2,6.59,13.46,0.14,10.86,2022/05/05 00:00:00+00,,,2d2854e6-5df7-4803-8272-d8bd5a676d38
5940,BAR_SD,Deep/Surface Sample,YSI,3.4,2.5,6.68,12.7,0.141,10.4,2022/05/05 00:00:00+00,,,58c52bb8-0f10-4309-b382-f6c24e570ce6
5941,BAR_SD,Deep/Surface Sample,YSI,3.4,3,6.73,13.17,0.141,10.23,2022/05/05 00:00:00+00,,,e8b5bed7-5c5a-47b0-9e07-056c11792dc5
5942,BAR_SD,Deep/Surface Sample,YSI,3.4,3.5,6.8,12.37,0.141,10.11,2022/05/05 00:00:00+00,,,fe623c49-0cba-4763-82ae-2fe61f1fa23d
5943,BAR_SD,Deep/Surface Sample,YSI,3.4,4,6.84,12.54,0.141,9.74,2022/05/05 00:00:00+00,,,9edcb77a-a807-4338-ad81-0cb0a611cf81
5944,BAR_SD,Deep/Surface Sample,YSI,3.4,4.5,6.87,12.3,0.141,9.48,2022/05/05 00:00:00+00,,,26746531-abed-4166-903c-db9e6d6511c9
5945,BAR_SD,Deep/Surface Sample,YSI,3.4,5,6.88,12.48,0.142,9.66,2022/05/05 00:00:00+00,,,f44a8704-e9cf-4684-b0f3-a910d7d31d9d
5946,BAR_SD,Deep/Surface Sample,YSI,3.4,5.5,6.9,11.92,0.142,9.77,2022/05/05 00:00:00+00,,,37a6af80-5fce-436a-95e8-38ebc550504d
5947,BAR_SD,Deep/Surface Sample,YSI,3.4,6,6.92,13.06,0.141,9.71,2022/05/05 00:00:00+00,,,e69999cd-9633-44a5-af53-1364856333eb
5948,BAY_OUT,Outlet Sample,YSI,,0,6.14,9.74,0.615,15.7,2022/05/25 00:00:00+00,,,271c80d1-ed65-48f3-856d-5199f792b14a
5949,BAY_SD,Deep/Surface Sample,YSI,2.2,0,6.12,10.07,0.616,16.3,2022/05/25 00:00:00+00,,,a64a25e5-ac64-4515-a8c5-abc20da39b9a
5950,BAY_SD,Deep/Surface Sample,YSI,2.2,0.5,6.11,9.88,0.616,16.3,2022/05/25 00:00:00+00,,,db77267b-f9bc-4b57-885f-23b964efe2d4
5951,BAY_SD,Deep/Surface Sample,YSI,2.2,1,6.11,9.84,0.616,16.3,2022/05/25 00:00:00+00,,,b9a6a02c-53ed-4592-9e8b-5658b70832d0
5952,BAY_SD,Deep/Surface Sample,YSI,2.2,1.5,6.1,9.79,0.617,16.3,2022/05/25 00:00:00+00,,,1fe6310b-d3c5-47d7-bd41-52f3960b8c85
5953,BAY_SD,Deep/Surface Sample,YSI,2.2,2,6.09,9.69,0.616,16.2,2022/05/25 00:00:00+00,,,eecfa8d0-61bc-4ec5-b461-73be93833bf6
5954,BEAB_OUT,Outlet Sample,YSI,,0,8.16,10.27,0.036,13,2022/05/09 00:00:00+00,,,791134fb-4a42-48eb-befc-535f62ffc8a0
5955,BEAB_SD,Deep/Surface Sample,YSI,1.9,0,7.26,9.98,0.035,12.1,2022/05/09 00:00:00+00,,,d6c35802-02dd-4223-9327-d70991c78791
5956,BEAB_SD,Deep/Surface Sample,YSI,1.9,0.5,7.15,9.98,0.035,12.1,2022/05/09 00:00:00+00,,,08485220-4ee1-469d-9310-c396fa0a1f3b
5957,BEAB_SD,Deep/Surface Sample,YSI,1.9,1,7.17,9.98,0.035,12.1,2022/05/09 00:00:00+00,,,b326edae-d2de-4003-886a-9082a68637de
5958,BEAB_SD,Deep/Surface Sample,YSI,1.9,1.5,7.14,9.99,0.035,12,2022/05/09 00:00:00+00,,,2242907f-4541-42c2-ac4c-7a9d136e5262
5959,BEAB_SD,Deep/Surface Sample,YSI,1.9,2,7.1,9.99,0.035,12,2022/05/09 00:00:00+00,,,08f6c502-cf68-430e-8e1a-8c569967f49d
5960,BEAB_SD,Deep/Surface Sample,YSI,1.9,2.5,7.08,9.99,0.035,12,2022/05/09 00:00:00+00,,,8639cdae-debb-4565-87e6-6886efa7e713
5961,BEAB_SD,Deep/Surface Sample,YSI,1.9,3,7.1,9.98,0.035,11.9,2022/05/09 00:00:00+00,,,66bdd3ba-2d89-41f7-8e9b-6e34cffa03d2
5962,BEAB_SD,Deep/Surface Sample,YSI,1.9,3.5,7.11,9.98,0.035,11.9,2022/05/09 00:00:00+00,,,c225a9ad-c473-4a1f-bd04-87ba25c36075
5963,BEAB_SD,Deep/Surface Sample,YSI,1.9,4,7.12,9.97,0.035,11.8,2022/05/09 00:00:00+00,,,6128f1cc-2f56-4a05-a45e-b9bbaa22647e
5964,BEAB_SD,Deep/Surface Sample,YSI,1.9,4.5,7.1,9.95,0.034,11.5,2022/05/09 00:00:00+00,,,d5044f93-1d34-46ea-bdab-b68639629dc9
5965,BEAB_SD,Deep/Surface Sample,YSI,1.9,5,7.07,9.93,0.034,11.2,2022/05/09 00:00:00+00,,,8b1442bf-87b4-4d1b-b8d4-d95cc3286d84
5966,BEAB_SD,Deep/Surface Sample,YSI,1.9,5.5,7.04,9.86,0.034,11,2022/05/09 00:00:00+00,,,ad81f0be-9210-4ba4-b1ce-1d47bfaba999
5967,BEAB_SD,Deep/Surface Sample,YSI,1.9,6,6.98,9.8,0.034,10.6,2022/05/09 00:00:00+00,,,598cdd59-a20c-48c6-a3fd-117299d51abf
5968,BEAB_SD,Deep/Surface Sample,YSI,1.9,6.5,6.94,9.74,0.034,10.5,2022/05/09 00:00:00+00,,,1c55114a-c0e0-4178-82ce-e21019860a55
5969,BEAB_SD,Deep/Surface Sample,YSI,1.9,7,6.9,9.67,0.034,10.4,2022/05/09 00:00:00+00,,,7cecc11a-e5dd-463e-9642-6fea8fd3619e
5970,BEAB_SD,Deep/Surface Sample,YSI,1.9,7.5,6.87,9.58,0.034,10.3,2022/05/09 00:00:00+00,,,50609a2c-dae3-4156-aa17-860dc26e063d
5971,BEAB_SD,Deep/Surface Sample,YSI,1.9,8,6.74,8.96,0.035,9.7,2022/05/09 00:00:00+00,,,646de68e-6e0f-4c80-927e-ab923153ae7b
5972,BEAP_OUT,Outlet Sample,YSI,,0,7.85,9.89,0.158,13.4,2022/05/09 00:00:00+00,,,befb7d65-619c-4602-8913-77d1bf4bfb18
5973,BEAP_SD,Deep/Surface Sample,YSI,2.2,0,8.34,9.93,0.156,12.5,2022/05/09 00:00:00+00,,,8148286c-71f0-4657-b30c-04c7e56f08bd
5974,BEAP_SD,Deep/Surface Sample,YSI,2.2,0.5,8.2,9.9,0.155,12.4,2022/05/09 00:00:00+00,,,f54328a2-900f-4b2c-9d63-89fd1f29a749
5975,BEAP_SD,Deep/Surface Sample,YSI,2.2,1,8,9.88,0.155,12.4,2022/05/09 00:00:00+00,,,7b0b3178-26d6-411a-a323-a8f2d9e22111
5976,BEAP_SD,Deep/Surface Sample,YSI,2.2,1.5,7.98,9.87,0.155,12.4,2022/05/09 00:00:00+00,,,b5c5d787-06f9-46e0-8e4e-79f134b3c3da
5977,BEAP_SD,Deep/Surface Sample,YSI,2.2,2,8.02,9.85,0.155,12.3,2022/05/09 00:00:00+00,,,dc096711-a58b-4922-a818-d04309b11768
5978,BEAP_SD,Deep/Surface Sample,YSI,2.2,2.5,8.01,9.82,0.154,12.3,2022/05/09 00:00:00+00,,,497313cc-4195-4b9b-87f2-ed65b19a01ba
5979,BEAP_SD,Deep/Surface Sample,YSI,2.2,3,8.01,9.79,0.154,12.2,2022/05/09 00:00:00+00,,,9651897c-97e6-40b5-93f1-cb138b34283c
5980,BEAP_SD,Deep/Surface Sample,YSI,2.2,3.5,7.96,9.76,0.154,12.2,2022/05/09 00:00:00+00,,,0992643e-8bd7-4c40-8422-ecbcb4f28ea1
5981,BEAP_SD,Deep/Surface Sample,YSI,2.2,4,7.9,9.7,0.156,11,2022/05/09 00:00:00+00,,,53e52d6d-0cf2-4a35-9467-449879cbbfa4
5982,BEAP_SD,Deep/Surface Sample,YSI,2.2,4.5,7.67,9.2,0.144,9.7,2022/05/09 00:00:00+00,,,0e577456-5d0c-43b2-b6fc-53e330c723bb
5983,BEAP_SD,Deep/Surface Sample,YSI,2.2,5,7.63,9.17,0.143,9.6,2022/05/09 00:00:00+00,,,8118f2be-18f7-4e37-afd7-35fd7f173c51
5984,BEAP_SD,Deep/Surface Sample,YSI,2.2,5.5,7.6,9.19,0.142,9.4,2022/05/09 00:00:00+00,,,f020ca5e-3f57-42e3-8496-262f96e1e1ac
5985,BEAP_SD,Deep/Surface Sample,YSI,2.2,6,7.49,8.6,0.142,9.3,2022/05/09 00:00:00+00,,,ebd335f6-892a-4fdc-8dbe-dd4e6a3bfd63
5986,BEAP_SD,Deep/Surface Sample,YSI,2.2,6.5,7.46,8.49,0.142,9.2,2022/05/09 00:00:00+00,,,05a725c4-e284-42ad-af3b-4f9c28da2b54
5987,BEAP_SD,Deep/Surface Sample,YSI,2.2,7,7.38,8.17,0.142,9.2,2022/05/09 00:00:00+00,,,2fcd4fbd-3921-4dec-a7b6-c4d6c8103c1a
5988,BEAP_SD,Deep/Surface Sample,YSI,2.2,7.5,7.33,7.97,0.141,9.1,2022/05/09 00:00:00+00,,,181b18f8-6e38-4817-8d9c-e482d597ac33
5989,BELL_OUT,Outlet Sample,YSI,,0,7.34,10.52,0.045,13.5,2022/05/06 00:00:00+00,,,af5333eb-bb4e-4cc5-ad16-de31eeb9389f
5990,BELL_SD,Deep/Surface Sample,YSI,4.2,0,7.74,10.66,0.042,11.5,2022/05/06 00:00:00+00,,,58761788-e68b-47d3-ba6d-e421942d7afd
5991,BELL_SD,Deep/Surface Sample,YSI,4.2,0.5,7.71,10.59,0.043,11.5,2022/05/06 00:00:00+00,,,858888f8-522b-4860-9483-259d60057d26
5992,BELL_SD,Deep/Surface Sample,YSI,4.2,1,7.62,10.57,0.042,11.6,2022/05/06 00:00:00+00,,,5c710744-edf9-4d9e-b6b7-c03ca56ac52d
5993,BELL_SD,Deep/Surface Sample,YSI,4.2,1.5,7.66,10.55,0.042,11.5,2022/05/06 00:00:00+00,,,b02e8181-078e-4328-82e4-dbe208113cc6
5994,BELL_SD,Deep/Surface Sample,YSI,4.2,2,7.59,10.54,0.042,11.5,2022/05/06 00:00:00+00,,,0580fbfe-f84a-416e-a642-fdbd8e266d4b
5995,BELL_SD,Deep/Surface Sample,YSI,4.2,2.5,7.65,10.54,0.042,11.3,2022/05/06 00:00:00+00,,,d7f6fbf2-81de-4374-82f0-60b75ab99e04
5996,BELL_SD,Deep/Surface Sample,YSI,4.2,3,7.52,10.52,0.042,11.3,2022/05/06 00:00:00+00,,,19c24be0-1a0d-4538-8af0-3b763aab0088
5997,BELL_SD,Deep/Surface Sample,YSI,4.2,3.5,7.51,10.52,0.042,11.3,2022/05/06 00:00:00+00,,,3f037319-38f3-4de3-a915-e8f21bf3f966
5998,BELL_SD,Deep/Surface Sample,YSI,4.2,4,7.51,10.51,0.042,11.3,2022/05/06 00:00:00+00,,,68db213f-3b4f-48b8-99c0-9d6c93db3e9c
5999,BELL_SD,Deep/Surface Sample,YSI,4.2,4.5,7.5,10.5,0.042,11.2,2022/05/06 00:00:00+00,,,c8782d23-693b-436d-ab18-fdf7f7eea96d
