OBJECTID,MONLOCID,SAMPTYPE,INSTRUMT,SECCHI,DEPTH,PH,DO,CONDUCT,TEMP,MON_DATE,ENC_LK_DEPTH,SP_COND,GlobalID
6714,MCC_SD,Deep/Surface Sample,YSI,2.3,5,7.25,10.05,0.049,11.5,2022/05/10 00:00:00+00,,,a02d56ca-18bf-4f12-9a18-82a9af607300
6715,MCC_SD,Deep/Surface Sample,YSI,2.3,5.5,7.23,10.04,0.049,11.5,2022/05/10 00:00:00+00,,,0053af07-c63b-4d55-84af-4b82b65c1376
6716,MCC_SD,Deep/Surface Sample,YSI,2.3,6,7.21,10.01,0.048,11.1,2022/05/10 00:00:00+00,,,723372dd-61d0-4b42-8054-ea95af36149f
6717,MCC_SD,Deep/Surface Sample,YSI,2.3,6.5,7.21,9.93,0.048,10.9,2022/05/10 00:00:00+00,,,93c194e1-956a-4a44-ba00-1b1ba3864ebd
6718,MCC_SD,Deep/Surface Sample,YSI,2.3,7,7.21,9.89,0.047,10.7,2022/05/10 00:00:00+00,,,e8f8cf9d-235f-451e-a5f8-6f40e48177a5
6719,MCC_SD,Deep/Surface Sample,YSI,2.3,7.5,7.18,9.86,0.047,10.6,2022/05/10 00:00:00+00,,,4d501298-d231-4488-93b8-71544195ed22
6720,MCC_SD,Deep/Surface Sample,YSI,2.3,8,7.12,9.84,0.047,10.3,2022/05/10 00:00:00+00,,,083146e9-b519-42d1-9560-4654a40829d1
6721,MCC_SD,Deep/Surface Sample,YSI,2.3,8.5,7.12,9.82,0.047,10.3,2022/05/10 00:00:00+00,,,e4ecb585-f900-48ff-8813-cc2d650bbf30
6722,MCC_SD,Deep/Surface Sample,YSI,2.3,9,7.11,9.81,0.047,10.2,2022/05/10 00:00:00+00,,,60c560f9-36b9-46e9-bb08-b5f78ee44e37
6723,MCC_SD,Deep/Surface Sample,YSI,2.3,9.5,7.09,9.8,0.047,10.2,2022/05/10 00:00:00+00,,,63838bce-31ff-472f-be6c-55520b91f921
6724,MCC_SD,Deep/Surface Sample,YSI,2.3,10,7.08,9.8,0.047,10.2,2022/05/10 00:00:00+00,,,e2e9039b-7783-4d2a-b57e-2d8861eb2604
6725,MCC_SD,Deep/Surface Sample,YSI,2.3,10.5,7.04,9.77,0.047,10.2,2022/05/10 00:00:00+00,,,bd1257ad-82e7-4a18-ac95-5e2c12f7b0e0
6726,MCC_SD,Deep/Surface Sample,YSI,2.3,11,7.02,9.75,0.047,10.1,2022/05/10 00:00:00+00,,,e40d3685-27b2-4e13-987a-4ce2bf7bff1b
6727,MCC_SD,Deep/Surface Sample,YSI,2.3,11.5,6.99,9.71,0.047,9.9,2022/05/10 00:00:00+00,,,f648f0c8-60de-4d33-8924-952616b2a026
6728,MCC_SD,Deep/Surface Sample,YSI,2.3,12,6.96,9.67,0.046,9.8,2022/05/10 00:00:00+00,,,c2d8354e-a4c8-47ae-a4a3-8a8278ded799
6729,MCC_SD,Deep/Surface Sample,YSI,2.3,12.5,6.92,9.61,0.046,9.7,2022/05/10 00:00:00+00,,,78e58e83-13a0-416c-91cb-a7c8cbbbbf35
6730,MCC_SD,Deep/Surface Sample,YSI,2.3,13,6.89,9.54,0.046,9.5,2022/05/10 00:00:00+00,,,4bfca1ed-1ea7-4baa-a3b5-ef4b8178e367
6731,MCC_SD,Deep/Surface Sample,YSI,2.3,13.5,6.83,9.47,0.046,9.4,2022/05/10 00:00:00+00,,,6f0e45b9-7671-47ed-bd23-1a8e877e6ffb
6732,MCC_SD,Deep/Surface Sample,YSI,2.3,14,6.8,9.39,0.046,9.3,2022/05/10 00:00:00+00,,,b45b257d-c49e-494e-9a7c-2727bc6ae663
6733,MCC_SD,Deep/Surface Sample,YSI,2.3,14.5,6.77,9.35,0.046,9.3,2022/05/10 00:00:00+00,,,e9ce72c9-22b5-4c68-afa9-f71685e73a32
6734,MCC_SD,Deep/Surface Sample,YSI,2.3,15,6.76,9.32,0.046,9.3,2022/05/10 00:00:00+00,,,79561e32-6a69-49d7-af52-555408458b25
6735,MCC_SD,Deep/Surface Sample,YSI,2.3,15.5,6.72,9.24,0.046,9.2,2022/05/10 00:00:00+00,,,b2b057a8-7a2a-4489-a0f7-c46c01492f83
6736,MCC_SD,Deep/Surface Sample,YSI,2.3,16,6.7,9.11,0.046,9.2,2022/05/10 00:00:00+00,,,f7f5f1a9-55ee-4d9b-82e7-510beb8ddea4
6737,MCQ_OUT,Outlet Sample,YSI,,0,8.31,10.49,0.22,12.1,2022/05/09 00:00:00+00,,,23ba22dd-d96c-404e-821e-8960386d1876
6738,MCQ_SD,Deep/Surface Sample,YSI,2.6,0,8.34,10.48,0.222,12.5,2022/05/09 00:00:00+00,,,6e93ac22-f3bd-4062-bc7e-b03626d6d982
6739,MCQ_SD,Deep/Surface Sample,YSI,2.6,0.5,8.32,10.47,0.222,12.5,2022/05/09 00:00:00+00,,,3864d0f5-4bbe-48cc-b142-91e607bc6520
6740,MCQ_SD,Deep/Surface Sample,YSI,2.6,1,8.3,10.46,0.222,12.5,2022/05/09 00:00:00+00,,,eba047ca-4163-4e61-a16d-95bf82acc43b
6741,MCQ_SD,Deep/Surface Sample,YSI,2.6,1.5,8.29,10.43,0.222,12.5,2022/05/09 00:00:00+00,,,64e3180f-3312-45b5-b3cc-698dd8b085e1
6742,MCQ_SD,Deep/Surface Sample,YSI,2.6,2,8.28,10.41,0.222,12.5,2022/05/09 00:00:00+00,,,4ccb3b80-169e-425d-a97d-f504dce32132
6743,MCQ_SD,Deep/Surface Sample,YSI,2.6,2.5,8.27,10.37,0.222,12.5,2022/05/09 00:00:00+00,,,098d49a4-7138-47da-9238-fe99fa38f96b
6744,MCQ_SD,Deep/Surface Sample,YSI,2.6,3,8.32,10.5,0.219,11.9,2022/05/09 00:00:00+00,,,8ada263e-25b8-42ea-af9d-ed1b19b9dfc3
6745,MCQ_SD,Deep/Surface Sample,YSI,2.6,3.5,8.62,11.36,0.212,10.7,2022/05/09 00:00:00+00,,,e76d9681-88b2-4bc7-bc8f-9016f390f9e9
6746,MCQ_SD,Deep/Surface Sample,YSI,2.6,4,8.64,11.38,0.207,9.9,2022/05/09 00:00:00+00,,,9e3548ac-01ed-45c3-92f6-d305501df8d9
6747,MCQ_SD,Deep/Surface Sample,YSI,2.6,4.5,8.5,10.9,0.206,9.8,2022/05/09 00:00:00+00,,,72e938bc-6659-4df4-9de1-c6ac211831b9
6748,MCQ_SD,Deep/Surface Sample,YSI,2.6,5,8.27,10.25,0.204,9.4,2022/05/09 00:00:00+00,,,189bd39d-161c-4216-9ed1-f72d4222b65e
6749,MCQ_SD,Deep/Surface Sample,YSI,2.6,5.5,8.23,10.2,0.204,9.3,2022/05/09 00:00:00+00,,,be4fb616-6819-4102-8444-195d50b6e84e
6750,MCQ_SD,Deep/Surface Sample,YSI,2.6,6,8.08,9.54,0.203,9.2,2022/05/09 00:00:00+00,,,513c5fad-5ebf-4af4-afbe-052b6c4e987b
6751,MCQ_SD,Deep/Surface Sample,YSI,2.6,6.5,7.78,8.24,0.203,9,2022/05/09 00:00:00+00,,,c67091d4-6580-4191-8513-42063c8b3af6
6752,MCQ_SD,Deep/Surface Sample,YSI,2.6,7,7.51,6.59,0.204,8.9,2022/05/09 00:00:00+00,,,0d0ff572-510e-47bf-9fe1-1932f88772ef
6753,MIC_OUT,Outlet Sample,YSI,,0,8.25,8.87,0.452,9.6,2022/04/27 00:00:00+00,,,8a75d931-e115-4e8e-92ca-ba33f765293b
6754,MIC_SD,Deep/Surface Sample,YSI,3.9,0,8.25,9.9,0.451,9.77,2022/04/27 00:00:00+00,,,871d0516-0862-469b-951a-9683c4e0f4bf
6755,MIC_SD,Deep/Surface Sample,YSI,3.9,0.5,8.26,9.5,0.451,9.83,2022/04/27 00:00:00+00,,,cce08ce1-3be6-48a5-a369-8dd1e817b267
6756,MIC_SD,Deep/Surface Sample,YSI,3.9,1,8.27,9.51,0.451,9.85,2022/04/27 00:00:00+00,,,886124af-5993-40b4-8f67-09e7adfdd705
6757,MIC_SD,Deep/Surface Sample,YSI,3.9,1.5,8.12,9.05,0.451,9.85,2022/04/27 00:00:00+00,,,5cd63d33-a8f5-4d33-ba35-7991ddc3ac03
6758,MIC_SD,Deep/Surface Sample,YSI,3.9,2,8.07,9.13,0.451,9.85,2022/04/27 00:00:00+00,,,520e4f96-720d-41e3-896a-5026a2ec8016
6759,MIC_SD,Deep/Surface Sample,YSI,3.9,2.5,8.09,8.01,0.45,9.79,2022/04/27 00:00:00+00,,,a307c425-8788-4765-81a4-96fb8fd66401
6760,MIC_SD,Deep/Surface Sample,YSI,3.9,3,8.11,7.67,0.451,9.75,2022/04/27 00:00:00+00,,,bac7a8b3-ba4f-48c9-bab8-e3317af072e5
6761,MIC_SD,Deep/Surface Sample,YSI,3.9,3.5,8.14,7.79,0.451,9.71,2022/04/27 00:00:00+00,,,86c8a116-6ad7-44a3-9ba6-59920e4ea39f
6762,MIC_SD,Deep/Surface Sample,YSI,3.9,4,8.18,9.06,0.451,9.74,2022/04/27 00:00:00+00,,,55d75aea-a8de-4844-a4d8-7dbfc0cae01f
6763,MIC_SD,Deep/Surface Sample,YSI,3.9,4.5,8.23,7.61,0.451,9.69,2022/04/27 00:00:00+00,,,8f5c8b6b-89a0-4072-8455-a301fcc1a5e4
6764,MIC_SD,Deep/Surface Sample,YSI,3.9,5,8.29,9.29,0.451,9.7,2022/04/27 00:00:00+00,,,f1022b3e-ec89-4417-875f-544657a4cc2b
6765,MIC_SD,Deep/Surface Sample,YSI,3.9,5.5,8.31,7.67,0.452,9.66,2022/04/27 00:00:00+00,,,abe6b317-e927-45be-aa84-1573d0aab3a6
6766,MIC_SD,Deep/Surface Sample,YSI,3.9,6,8.34,7.6,0.451,9.8,2022/04/27 00:00:00+00,,,f186d9e7-e1a1-448b-82d8-33878eb2c2a0
6767,MILR_OUT,Outlet Sample,YSI,,0,7.13,13.84,0.061,9.24,2022/05/04 00:00:00+00,,,02868855-ee84-49a4-a6c3-4abeb4534e4c
6768,MILR_SD,Deep/Surface Sample,YSI,3,0,7.71,10.68,0.09,10.4,2022/05/04 00:00:00+00,,,bd61cc4f-f19f-4d82-b3fd-ce49afd6c2d9
6769,MILR_SD,Deep/Surface Sample,YSI,3,0.5,7.65,10.68,0.09,10.5,2022/05/04 00:00:00+00,,,09e46498-9c84-4cd5-8789-68e7cde27e06
6770,MILR_SD,Deep/Surface Sample,YSI,3,1,7.55,10.67,0.09,10.5,2022/05/04 00:00:00+00,,,3545f615-e400-48ed-a8fb-229d93fbdf1d
6771,MILR_SD,Deep/Surface Sample,YSI,3,1.5,7.48,10.67,0.09,10.4,2022/05/04 00:00:00+00,,,2770ef43-e2e4-4a41-b119-39ad26538766
6772,MILR_SD,Deep/Surface Sample,YSI,3,2,7.46,10.67,0.09,10.4,2022/05/04 00:00:00+00,,,a97c29ec-c8d5-4c6e-9534-349f2832782a
6773,MILR_SD,Deep/Surface Sample,YSI,3,2.5,7.4,10.68,0.09,10.3,2022/05/04 00:00:00+00,,,3a7ed232-2cd3-406e-9742-6ba8ab69952f
6774,MILR_SD,Deep/Surface Sample,YSI,3,3,7.25,10.63,0.09,10.2,2022/05/04 00:00:00+00,,,5fabf0b2-87b1-4af1-8315-082a7574c4e8
6775,MILR_SD,Deep/Surface Sample,YSI,3,3.5,7.14,10.66,0.09,10,2022/05/04 00:00:00+00,,,1246e2cd-9f18-4ec3-b2da-2a1e88e9dc05
6776,MILR_SD,Deep/Surface Sample,YSI,3,4,7.13,10.66,0.09,9.9,2022/05/04 00:00:00+00,,,52dfeb2e-e6cb-42fa-aaae-b61a652c61d2
6777,MILR_SD,Deep/Surface Sample,YSI,3,4.5,7.15,10.66,0.089,9.8,2022/05/04 00:00:00+00,,,3c4191aa-43b5-4d75-8abd-10a7894c8cfe
6778,MILR_SD,Deep/Surface Sample,YSI,3,5,7.16,10.64,0.089,9.7,2022/05/04 00:00:00+00,,,cd912aa1-d22c-43cc-be1c-3268d4071cd5
6779,MILR_SD,Deep/Surface Sample,YSI,3,5.5,7.18,10.63,0.089,9.7,2022/05/04 00:00:00+00,,,76ad832b-1484-43eb-80c6-f1f2c0429c66
6780,MILR_SD,Deep/Surface Sample,YSI,3,6,7.18,10.63,0.089,9.6,2022/05/04 00:00:00+00,,,a8d8639c-8396-49f6-af92-340bd5b3cf65
6781,MILR_SD,Deep/Surface Sample,YSI,3,6.5,7.2,10.62,0.089,9.5,2022/05/04 00:00:00+00,,,35c4ab05-83cb-4417-a7c2-92ceacab6440
6782,MILR_SD,Deep/Surface Sample,YSI,3,7,7.21,10.61,0.089,9.5,2022/05/04 00:00:00+00,,,90c18cf1-c052-492f-ad93-5fe2019aaf9c
6783,MILR_SD,Deep/Surface Sample,YSI,3,7.5,7.22,10.61,0.088,9.4,2022/05/04 00:00:00+00,,,84ed8c25-8804-4990-9308-7358d3cf728c
6784,MILR_SD,Deep/Surface Sample,YSI,3,8,7.19,10.6,0.088,9.3,2022/05/04 00:00:00+00,,,f7254973-9d96-44e5-a3e8-1e03c3922325
6785,MILR_SD,Deep/Surface Sample,YSI,3,8.5,7.17,10.59,0.088,9.3,2022/05/04 00:00:00+00,,,c64e4bd8-abc8-4c4f-a976-918490ebc82f
6786,MILR_SD,Deep/Surface Sample,YSI,3,9,7.17,10.58,0.088,9.3,2022/05/04 00:00:00+00,,,e1128a3f-10cb-419b-bba6-8e78710c875e
6787,MILR_SD,Deep/Surface Sample,YSI,3,9.5,7.17,10.56,0.088,9.2,2022/05/04 00:00:00+00,,,4db4ee28-21a9-4fab-9046-accd06a59b50
6788,MILR_SD,Deep/Surface Sample,YSI,3,10,7.16,10.54,0.088,9.2,2022/05/04 00:00:00+00,,,afd8f1e1-d9b4-4265-8344-0779e76786f4
6789,MILR_SD,Deep/Surface Sample,YSI,3,10.5,7.14,10.53,0.088,9.2,2022/05/04 00:00:00+00,,,9bab23f0-9322-4f8c-856f-b46ae2873764
6790,MILR_SD,Deep/Surface Sample,YSI,3,11,7.14,10.52,0.088,9.2,2022/05/04 00:00:00+00,,,3a37afae-5e5e-4a7c-a6ca-65de5bf99050
6791,MILR_SD,Deep/Surface Sample,YSI,3,11.5,7.12,10.51,0.088,9.2,2022/05/04 00:00:00+00,,,9c68c0d7-1617-4b5c-8408-4e48240c5783
6792,MILR_SD,Deep/Surface Sample,YSI,3,12,7.09,10.5,0.088,9.2,2022/05/04 00:00:00+00,,,2365977f-d3dd-41c0-897c-d0a62325bacd
6793,MILR_SD,Deep/Surface Sample,YSI,3,12.5,7.07,10.47,0.088,9.2,2022/05/04 00:00:00+00,,,d745972f-1389-4362-b2bd-ea83a6ab8c69
6794,MILR_SD,Deep/Surface Sample,YSI,3,13,7.06,10.46,0.088,9.2,2022/05/04 00:00:00+00,,,415cebc3-f8cc-46d7-834c-143ee5373467
6795,MILL_OUT,Outlet Sample,YSI,,0,5.61,10.43,0.023,14.4,2022/05/13 00:00:00+00,,,a663cfe1-1ec9-4ac8-ba25-61291630fbe1
6796,MILL_SD,Deep/Surface Sample,YSI,3.4,0,5.71,10.74,0.022,14.1,2022/05/13 00:00:00+00,,,03f8f303-c6ea-4e01-a8cd-65b0fad88fa9
6797,MILL_SD,Deep/Surface Sample,YSI,3.4,0.5,5.68,10.73,0.022,14.2,2022/05/13 00:00:00+00,,,31d72506-913e-4b58-86b2-8fbf8ae9eb28
6798,MILL_SD,Deep/Surface Sample,YSI,3.4,1,5.67,10.73,0.022,14.1,2022/05/13 00:00:00+00,,,630c5416-2941-4240-80ba-c53605a6d73d
6799,MILL_SD,Deep/Surface Sample,YSI,3.4,1.5,5.65,10.84,0.021,13.4,2022/05/13 00:00:00+00,,,fad45ac2-016c-4ef7-a384-d6c53651c2cb
6800,MILL_SD,Deep/Surface Sample,YSI,3.4,2,5.63,10.85,0.021,12.7,2022/05/13 00:00:00+00,,,0e55d09a-3baa-4058-be91-cc8745d265bf
6801,MILL_SD,Deep/Surface Sample,YSI,3.4,2.5,5.63,10.86,0.022,12.4,2022/05/13 00:00:00+00,,,dea18274-ae99-41ee-a25f-36a770aae648
6802,MILL_SD,Deep/Surface Sample,YSI,3.4,3,5.61,10.75,0.022,12.2,2022/05/13 00:00:00+00,,,9c15b062-0d7d-4a54-bb7f-fcf66ba04e88
6803,MILL_SD,Deep/Surface Sample,YSI,3.4,3.5,5.59,10.58,0.021,12.1,2022/05/13 00:00:00+00,,,c9e8cb57-2f9e-4da2-bd02-2fc129d5ed33
6804,MILL_SD,Deep/Surface Sample,YSI,3.4,4,5.58,10.64,0.022,11.9,2022/05/13 00:00:00+00,,,3c094d42-3420-43e6-99eb-e6ed1cf55eb6
6805,MILL_SD,Deep/Surface Sample,YSI,3.4,4.5,5.58,10.58,0.022,11.7,2022/05/13 00:00:00+00,,,0b273e9d-d040-4301-bf7a-7d480918aa57
6806,MOO_OUT,Outlet Sample,YSI,,0,6.3,9.95,0.039,11.4,2022/05/11 00:00:00+00,,,029aa03e-018f-40f8-a118-3baefff971da
6807,MOO_SD,Deep/Surface Sample,YSI,1.5,0,6.56,10.15,0.038,11.7,2022/05/11 00:00:00+00,,,9c18a0ed-af27-41b5-9b95-57862d22601d
6808,MOO_SD,Deep/Surface Sample,YSI,1.5,0.5,6.26,9.96,0.039,11.7,2022/05/11 00:00:00+00,,,d482cf27-c557-471a-b5b0-b3a8eaca1e32
6809,MOO_SD,Deep/Surface Sample,YSI,1.5,1,6.26,9.92,0.039,11.7,2022/05/11 00:00:00+00,,,f42d2b8d-2bfd-4094-9bd0-07e069f65768
6810,MOO_SD,Deep/Surface Sample,YSI,1.5,1.5,6.2,9.9,0.039,11.6,2022/05/11 00:00:00+00,,,20d762f2-8900-4742-bd7d-0b883cb8c39e
6811,MOO_SD,Deep/Surface Sample,YSI,1.5,2,6.17,9.89,0.039,11.6,2022/05/11 00:00:00+00,,,8c5f8812-0720-432c-a61a-05d7df5f147b
6812,MOO_SD,Deep/Surface Sample,YSI,1.5,2.5,6.14,9.87,0.039,11.7,2022/05/11 00:00:00+00,,,5188d897-e452-43ff-80ac-4ddc2b200980
6813,MOO_SD,Deep/Surface Sample,YSI,1.5,3,6.15,9.87,0.039,11.6,2022/05/11 00:00:00+00,,,8e4e5eae-1e56-43df-9b98-b228181f7381
6814,MOO_SD,Deep/Surface Sample,YSI,1.5,3.5,6.15,9.86,0.039,11.6,2022/05/11 00:00:00+00,,,8b1cfbaa-67cd-4c4c-80d3-d67e5b8edcfe
6815,MOO_SD,Deep/Surface Sample,YSI,1.5,4,6.17,9.85,0.039,11.6,2022/05/11 00:00:00+00,,,f2be4427-1713-422a-b1b5-115eab8fe8a3
6816,MOO_SD,Deep/Surface Sample,YSI,1.5,4.5,6.16,9.85,0.039,11.6,2022/05/11 00:00:00+00,,,9ae9fb5c-5073-4b29-af45-8a3cbf7d4850
6817,MOO_SD,Deep/Surface Sample,YSI,1.5,5,6.17,9.84,0.039,11.6,2022/05/11 00:00:00+00,,,9bd4ba53-64fc-4a6f-b50e-e333b979659a
6818,MOO_SD,Deep/Surface Sample,YSI,1.5,5.5,6.17,9.84,0.039,11.6,2022/05/11 00:00:00+00,,,02cdde0f-68cd-4259-a9cc-aae382bdae67
6819,MOO_SD,Deep/Surface Sample,YSI,1.5,6,6.18,9.84,0.039,11.6,2022/05/11 00:00:00+00,,,d97bc54b-86df-49b9-9dff-7f427b8be044
6820,MOO_SD,Deep/Surface Sample,YSI,1.5,6.5,6.17,9.83,0.039,11.6,2022/05/11 00:00:00+00,,,12c3dd9b-fb96-4a25-b961-559a048ec3d8
6821,MOO_SD,Deep/Surface Sample,YSI,1.5,7,6.09,9.71,0.039,10.5,2022/05/11 00:00:00+00,,,e8dc6935-dbf3-4f28-a57b-ecbe2b0e9196
6822,MOO_SD,Deep/Surface Sample,YSI,1.5,7.5,6.07,9.55,0.038,9.6,2022/05/11 00:00:00+00,,,e9901d91-9740-4d1d-b80e-4fe2a0544a06
6823,MOO_SD,Deep/Surface Sample,YSI,1.5,8,6.03,9.47,0.037,9.4,2022/05/11 00:00:00+00,,,b668c389-997b-4f6b-8b37-7f006717a586
6824,MOO_SD,Deep/Surface Sample,YSI,1.5,8.5,6.02,9.36,0.037,9.3,2022/05/11 00:00:00+00,,,e1592c62-5cd7-4198-814a-1d1f48812d30
6825,MOO_SD,Deep/Surface Sample,YSI,1.5,9,6,9.31,0.037,9.3,2022/05/11 00:00:00+00,,,7b5bc5e8-e00b-4d5b-87b0-b1d58e2e8b50
6826,MOO_SD,Deep/Surface Sample,YSI,1.5,9.5,5.98,9.25,0.037,9.3,2022/05/11 00:00:00+00,,,4e26380d-4201-4fe3-8467-826b9fbe14a2
6827,MOO_SD,Deep/Surface Sample,YSI,1.5,10,5.98,9.18,0.037,9.3,2022/05/11 00:00:00+00,,,15c3a45e-1a48-4c7c-b70f-137e565944eb
6828,MOO_SD,Deep/Surface Sample,YSI,1.5,10.5,5.95,9.04,0.037,9.2,2022/05/11 00:00:00+00,,,766b8b57-1e63-400f-8c22-888e7e204e8e
6829,MOO_SD,Deep/Surface Sample,YSI,1.5,11,5.9,9,0.038,9.2,2022/05/11 00:00:00+00,,,60cd8cc7-3622-4422-8c9e-c0ced16d2d4a
6830,MOR_OUT,Outlet Sample,YSI,,0,8.03,8.95,0.19,10.09,2022/04/26 00:00:00+00,,,490b11a7-1633-4c03-bc27-cf8de7cbf235
6831,MOR_SD,Deep/Surface Sample,YSI,4.5,0,7.14,10.89,0.191,9.19,2022/04/26 00:00:00+00,,,c5421a9e-d33a-46ae-9f82-b1ca3d5a42c7
6832,MOR_SD,Deep/Surface Sample,YSI,4.5,0.5,7.17,10.88,0.191,9.17,2022/04/26 00:00:00+00,,,177df622-7237-486c-86f8-d9b66e5ee1de
6833,MOR_SD,Deep/Surface Sample,YSI,4.5,1,7.2,10.84,0.191,9.18,2022/04/26 00:00:00+00,,,b79fe0de-22dc-44eb-8fa6-58a4f5a4f8e2
6834,MOR_SD,Deep/Surface Sample,YSI,4.5,1.5,7.2,10.9,0.191,9.17,2022/04/26 00:00:00+00,,,0712448a-e9b3-4234-8e31-bd0acf84d448
6835,MOR_SD,Deep/Surface Sample,YSI,4.5,2,7.24,11.18,0.191,9.17,2022/04/26 00:00:00+00,,,72a10f3b-7b2d-4246-bb89-d323c651d2af
6836,MOR_SD,Deep/Surface Sample,YSI,4.5,2.5,7.62,8.9,0.191,9.17,2022/04/26 00:00:00+00,,,8e9369ad-7571-4393-a7d6-24ae7d7a59a5
6837,MOR_SD,Deep/Surface Sample,YSI,4.5,3,7.7,8.04,0.191,9.19,2022/04/26 00:00:00+00,,,79d093af-0d99-46bc-bff9-e69b3f21ffef
6838,MOR_SD,Deep/Surface Sample,YSI,4.5,3.5,7.83,9.57,0.191,9.17,2022/04/26 00:00:00+00,,,4b110c39-f944-4eb6-a297-69aebb8fe5f4
6839,MOR_SD,Deep/Surface Sample,YSI,4.5,4,7.86,7.43,0.191,9.12,2022/04/26 00:00:00+00,,,afeea9d6-7b7b-463c-984d-a6db9cae083f
6840,MOR_SD,Deep/Surface Sample,YSI,4.5,4.5,7.91,7.43,0.191,9.16,2022/04/26 00:00:00+00,,,104fce56-9fda-49a0-954a-b11045657c59
6841,MOR_SD,Deep/Surface Sample,YSI,4.5,5,7.94,7.41,0.191,9.13,2022/04/26 00:00:00+00,,,8e8b3213-f51c-4f22-80ee-ce11ac3c9abc
6842,MOR_SD,Deep/Surface Sample,YSI,4.5,5.5,7.99,7.24,0.191,9.03,2022/04/26 00:00:00+00,,,ded5ac64-ce2d-4543-bcdd-b675533431ca
6843,MOR_SD,Deep/Surface Sample,YSI,4.5,6,8,7.22,0.191,9.06,2022/04/26 00:00:00+00,,,6d98a684-5b00-4f26-97ac-38a475fdedbc
6844,MOR_SD,Deep/Surface Sample,YSI,4.5,6.5,8,7.22,0.191,8.96,2022/04/26 00:00:00+00,,,061176dc-60e2-4c9c-b38d-13f873816978
6845,MOR_SD,Deep/Surface Sample,YSI,4.5,7,8.03,7.21,0.191,8.92,2022/04/26 00:00:00+00,,,37257591-be3e-483c-a4a6-0395a2335323
6846,MOR_SD,Deep/Surface Sample,YSI,4.5,7.5,8.03,7.25,0.191,8.84,2022/04/26 00:00:00+00,,,a947fd01-8ce9-45ea-b66a-f76db5fdc465
6847,MOR_SD,Deep/Surface Sample,YSI,4.5,8,8.06,9.3,0.191,8.89,2022/04/26 00:00:00+00,,,46118e4e-682f-4657-aa4a-05da5f52f3c7
6848,MOR_SD,Deep/Surface Sample,YSI,4.5,8.5,8.06,9.33,0.191,8.96,2022/04/26 00:00:00+00,,,8e8d68b1-058e-4e4e-9d62-b4fbe2c549ac
6849,MOR_SD,Deep/Surface Sample,YSI,4.5,9,8.06,9.33,0.191,8.88,2022/04/26 00:00:00+00,,,7e30dd91-5a7d-46a5-9fc2-b5e47a994ddc
6850,MOR_SD,Deep/Surface Sample,YSI,4.5,9.5,8.06,8.07,0.191,8.85,2022/04/26 00:00:00+00,,,6326e8d5-c5d5-4e05-8452-f698af8f19cc
6851,MOR_SD,Deep/Surface Sample,YSI,4.5,10,8.07,7.16,0.191,8.79,2022/04/26 00:00:00+00,,,edf2e17e-1e87-444c-9cdd-69724b0c46d8
6852,MOR_SD,Deep/Surface Sample,YSI,4.5,10.5,8.06,7.15,0.191,8.8,2022/04/26 00:00:00+00,,,e187668d-8a7e-45c6-9cd4-522ceee5b1e0
6853,MOR_SD,Deep/Surface Sample,YSI,4.5,11,8.05,7.11,0.191,8.81,2022/04/26 00:00:00+00,,,a51bdc79-c381-44ac-a863-4b1b00c6e546
6854,MOR_SD,Deep/Surface Sample,YSI,4.5,11.5,8.08,7.25,0.19,9.03,2022/04/26 00:00:00+00,,,fa849251-f40a-4d66-9b22-2694c39af2f7
6855,OAT_OUT,Outlet Sample,YSI,,0,7.21,11.51,3,7.2,2022/04/28 00:00:00+00,,,067a2186-4d46-4680-98fa-919363c66c74
6856,OAT_SD,Deep/Surface Sample,YSI,4.7,0,7.73,11.08,0.0045,9.2,2022/04/28 00:00:00+00,,,9a1be7cc-fd78-44ba-9fac-a0590df58e73
6857,OAT_SD,Deep/Surface Sample,YSI,4.7,0.5,8.03,10.98,0.0034,9.6,2022/04/28 00:00:00+00,,,f04bc392-84ed-4890-9dc2-2a8df22291f9
6858,OAT_SD,Deep/Surface Sample,YSI,4.7,1,8.04,11,0.0033,9.7,2022/04/28 00:00:00+00,,,bbe3bba4-0798-4a8c-9ac4-942407202282
6859,OAT_SD,Deep/Surface Sample,YSI,4.7,1.5,8.04,11,0.0033,9.7,2022/04/28 00:00:00+00,,,f7900d11-4391-4743-84c6-81d39808aca7
6860,OAT_SD,Deep/Surface Sample,YSI,4.7,2,8.04,10.99,0.0033,9.7,2022/04/28 00:00:00+00,,,bf0801cd-8d5e-40f5-acd5-17afe499e78b
6861,OAT_SD,Deep/Surface Sample,YSI,4.7,2.5,8.04,10.99,0.0032,9.8,2022/04/28 00:00:00+00,,,f52c6f32-4cce-4232-a060-8f7ac6f88c99
6862,OAT_SD,Deep/Surface Sample,YSI,4.7,3,8.04,10.98,0.0032,9.8,2022/04/28 00:00:00+00,,,636ec21c-bafb-4761-a468-f19c065a14b6
6863,OAT_SD,Deep/Surface Sample,YSI,4.7,3.5,8.04,10.97,0.0032,9.9,2022/04/28 00:00:00+00,,,615591dd-6cc4-40a8-a315-438948f96f59
6864,OAT_SD,Deep/Surface Sample,YSI,4.7,4,8.03,10.94,0.0031,10,2022/04/28 00:00:00+00,,,a011a245-7d6c-4c0d-93ab-b05e995875e8
