"lon","lat","ssp","nspec","hicrit.vuln","hicrit.sens","hicrit.expo","hicrit.adcap","neg.vuln","neg.sens","neg.expo","neg.adcap","hi.vuln","hi.sens","hi.expo","hi.adcap","crit.vuln","crit.sens","crit.expo","crit.adcap"
-140.875,69.875,"SSP1-2.6",295,33.9,13.56,20.68,54.92,0,0,51.86,0,33.9,13.56,14.92,54.92,0,0,5.76,0
-140.875,70.125,"SSP1-2.6",252,36.11,23.02,32.54,42.86,0,0,0,0,36.11,23.02,17.86,42.86,0,0,14.68,0
-140.875,70.375,"SSP1-2.6",252,23.41,6.35,32.54,40.87,0,32.94,0,0,23.41,6.35,19.44,40.87,0,0,13.1,0
-140.875,70.625,"SSP1-2.6",93,21.51,0,36.56,37.63,0,61.29,0,0,21.51,0,21.51,37.63,0,0,15.05,0
-140.875,70.875,"SSP1-2.6",93,19.35,0,32.26,41.94,0,63.44,0,0,19.35,0,18.28,41.94,0,0,13.98,0
-140.875,71.125,"SSP1-2.6",14,0,0,0,57.14,0,57.14,78.57,0,0,0,0,57.14,0,0,0,0
-140.875,71.375,"SSP1-2.6",14,0,0,0,64.29,0,57.14,78.57,0,0,0,0,64.29,0,0,0,0
-140.875,71.625,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-140.875,71.875,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-140.875,72.125,"SSP1-2.6",13,0,0,0,69.23,0,61.54,84.62,0,0,0,0,69.23,0,0,0,0
-140.875,72.375,"SSP1-2.6",13,0,0,0,69.23,0,61.54,84.62,0,0,0,0,69.23,0,0,0,0
-140.875,72.625,"SSP1-2.6",11,0,0,0,72.73,0,63.64,81.82,0,0,0,0,72.73,0,0,0,0
-140.875,72.875,"SSP1-2.6",11,0,0,0,72.73,0,63.64,81.82,0,0,0,0,72.73,0,0,0,0
-140.625,69.625,"SSP1-2.6",295,24.07,14.58,12.88,58.98,0,0,61.36,0,24.07,14.58,12.88,58.98,0,0,0,0
-140.625,69.875,"SSP1-2.6",295,32.88,13.56,21.02,54.58,0,0,51.86,0,32.88,13.56,15.25,54.58,0,0,5.76,0
-140.625,70.125,"SSP1-2.6",252,37.7,27.38,33.73,34.92,0,0,0,0,37.7,27.38,19.05,34.92,0,0,14.68,0
-140.625,70.375,"SSP1-2.6",252,23.41,6.75,32.14,40.48,0,33.33,0,0,23.41,6.75,19.05,40.48,0,0,13.1,0
-140.625,70.625,"SSP1-2.6",93,21.51,0,34.41,40.86,0,61.29,0,0,21.51,0,19.35,40.86,0,0,15.05,0
-140.625,70.875,"SSP1-2.6",93,20.43,0,32.26,40.86,0,62.37,0,0,20.43,0,18.28,40.86,0,0,13.98,0
-140.625,71.125,"SSP1-2.6",14,0,0,0,57.14,0,57.14,78.57,0,0,0,0,57.14,0,0,0,0
-140.625,71.375,"SSP1-2.6",14,0,0,0,64.29,0,57.14,78.57,0,0,0,0,64.29,0,0,0,0
-140.625,71.625,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-140.625,71.875,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-140.625,72.125,"SSP1-2.6",13,0,0,0,69.23,0,61.54,84.62,0,0,0,0,69.23,0,0,0,0
-140.625,72.375,"SSP1-2.6",13,0,0,0,69.23,0,61.54,84.62,0,0,0,0,69.23,0,0,0,0
-140.625,72.625,"SSP1-2.6",11,0,0,0,72.73,0,63.64,81.82,0,0,0,0,72.73,0,0,0,0
-140.625,72.875,"SSP1-2.6",11,0,0,0,72.73,0,63.64,81.82,0,0,0,0,72.73,0,0,0,0
-140.375,69.625,"SSP1-2.6",288,25.35,17.01,15.28,52.08,0,0,59.38,0,25.35,17.01,15.28,52.08,0,0,0,0
-140.375,69.875,"SSP1-2.6",288,34.03,17.36,23.26,46.18,0,0,45.14,0,34.03,17.36,15.62,46.18,0,0,7.64,0
-140.375,70.125,"SSP1-2.6",247,36.03,27.13,35.22,31.58,0,0,0,0,36.03,27.13,19.84,31.58,0,0,15.38,0
-140.375,70.375,"SSP1-2.6",247,24.29,6.88,32.79,37.25,0,26.72,0,0,24.29,6.88,19.43,37.25,0,0,13.36,0
-140.375,70.625,"SSP1-2.6",80,22.5,0,36.25,38.75,0,57.5,0,0,22.5,0,21.25,38.75,0,0,15,0
-140.375,70.875,"SSP1-2.6",80,21.25,0,36.25,38.75,0,58.75,0,0,21.25,0,22.5,38.75,0,0,13.75,0
-140.375,71.125,"SSP1-2.6",14,0,0,0,57.14,0,57.14,78.57,0,0,0,0,57.14,0,0,0,0
-140.375,71.375,"SSP1-2.6",14,0,0,0,64.29,0,57.14,78.57,0,0,0,0,64.29,0,0,0,0
-140.375,71.625,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-140.375,71.875,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-140.375,72.125,"SSP1-2.6",12,0,0,0,66.67,0,66.67,83.33,0,0,0,0,66.67,0,0,0,0
-140.375,72.375,"SSP1-2.6",12,0,0,0,66.67,0,66.67,83.33,0,0,0,0,66.67,0,0,0,0
-140.375,72.625,"SSP1-2.6",11,0,0,0,72.73,0,63.64,81.82,0,0,0,0,72.73,0,0,0,0
-140.375,72.875,"SSP1-2.6",11,0,0,0,72.73,0,63.64,81.82,0,0,0,0,72.73,0,0,0,0
-140.125,69.625,"SSP1-2.6",288,24.65,18.75,15.28,46.18,0,0,59.38,0,24.65,18.75,15.28,46.18,0,0,0,0
-140.125,69.875,"SSP1-2.6",288,30.56,18.75,23.26,42.36,0,0,45.49,0,30.56,18.75,16.67,42.36,0,0,6.6,0
-140.125,70.125,"SSP1-2.6",247,23.48,6.07,35.63,29.55,0,34.82,0,0,23.48,6.07,20.24,29.55,0,0,15.38,0
-140.125,70.375,"SSP1-2.6",247,24.29,6.88,32.79,35.63,0,34.01,0,0,24.29,6.88,19.43,35.63,0,0,13.36,0
-140.125,70.625,"SSP1-2.6",80,22.5,0,36.25,37.5,0,57.5,0,0,22.5,0,21.25,37.5,0,0,15,0
-140.125,70.875,"SSP1-2.6",80,21.25,0,36.25,38.75,0,58.75,0,0,21.25,0,22.5,38.75,0,0,13.75,0
-140.125,71.125,"SSP1-2.6",14,0,0,0,57.14,0,57.14,78.57,0,0,0,0,57.14,0,0,0,0
-140.125,71.375,"SSP1-2.6",14,0,0,0,64.29,0,57.14,78.57,0,0,0,0,64.29,0,0,0,0
-140.125,71.625,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-140.125,71.875,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-140.125,72.125,"SSP1-2.6",12,0,0,0,66.67,0,58.33,83.33,0,0,0,0,66.67,0,0,0,0
-140.125,72.375,"SSP1-2.6",12,0,0,0,66.67,0,66.67,83.33,0,0,0,0,66.67,0,0,0,0
-140.125,72.625,"SSP1-2.6",11,0,0,0,72.73,0,63.64,81.82,0,0,0,0,72.73,0,0,0,0
-140.125,72.875,"SSP1-2.6",11,0,0,0,72.73,0,63.64,81.82,0,0,0,0,72.73,0,0,0,0
-139.875,69.625,"SSP1-2.6",286,24.13,18.88,15.38,44.06,0,0,58.74,0,24.13,18.88,15.38,44.06,0,0,0,0
-139.875,69.875,"SSP1-2.6",286,28.67,18.18,23.78,41.26,0,0,43.36,0,28.67,18.18,16.08,41.26,0,0,7.69,0
-139.875,70.125,"SSP1-2.6",244,29.1,25.82,35.66,29.1,0,0,0,0,29.1,25.82,20.49,29.1,0,0,15.16,0
-139.875,70.375,"SSP1-2.6",244,24.59,6.97,33.2,35.25,0,34.02,0,0,24.59,6.97,19.67,35.25,0,0,13.52,0
-139.875,70.625,"SSP1-2.6",63,22.22,0,38.1,44.44,0,58.73,0,0,22.22,0,20.63,44.44,0,0,17.46,0
-139.875,70.875,"SSP1-2.6",63,22.22,0,36.51,47.62,0,60.32,0,0,22.22,0,20.63,47.62,0,0,15.87,0
-139.875,71.125,"SSP1-2.6",14,0,0,0,57.14,0,57.14,78.57,0,0,0,0,57.14,0,0,0,0
-139.875,71.375,"SSP1-2.6",14,0,0,0,64.29,0,57.14,78.57,0,0,0,0,64.29,0,0,0,0
-139.875,71.625,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-139.875,71.875,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-139.875,72.125,"SSP1-2.6",12,0,0,0,66.67,0,58.33,83.33,0,0,0,0,66.67,0,0,0,0
-139.875,72.375,"SSP1-2.6",12,0,0,0,66.67,0,66.67,83.33,0,0,0,0,66.67,0,0,0,0
-139.875,72.625,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-139.875,72.875,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-139.625,69.625,"SSP1-2.6",286,36.01,19.23,25.87,42.66,0,0,0,0,36.01,19.23,15.03,42.66,0,0,10.84,0
-139.625,69.875,"SSP1-2.6",286,29.72,18.88,23.78,40.56,0,0,44.41,0,29.72,18.88,16.43,40.56,0,0,7.34,0
-139.625,70.125,"SSP1-2.6",244,23.36,5.33,34.84,29.1,0,39.75,0,0,23.36,5.33,19.67,29.1,0,0,15.16,0
-139.625,70.375,"SSP1-2.6",244,24.18,6.97,32.38,35.25,0,35.66,0,0,24.18,6.97,18.44,35.25,0,0,13.93,0
-139.625,70.625,"SSP1-2.6",63,22.22,0,36.51,44.44,0,58.73,0,0,22.22,0,19.05,44.44,0,0,17.46,0
-139.625,70.875,"SSP1-2.6",63,22.22,0,36.51,44.44,0,58.73,0,0,22.22,0,20.63,44.44,0,0,15.87,0
-139.625,71.125,"SSP1-2.6",14,0,0,0,57.14,0,57.14,78.57,0,0,0,0,57.14,0,0,0,0
-139.625,71.375,"SSP1-2.6",14,0,0,0,64.29,0,57.14,78.57,0,0,0,0,64.29,0,0,0,0
-139.625,71.625,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-139.625,71.875,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-139.625,72.125,"SSP1-2.6",12,0,0,0,66.67,0,58.33,83.33,0,0,0,0,66.67,0,0,0,0
-139.625,72.375,"SSP1-2.6",12,0,0,0,66.67,0,66.67,83.33,0,0,0,0,66.67,0,0,0,0
-139.625,72.625,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-139.625,72.875,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-139.375,69.625,"SSP1-2.6",293,22.53,17.41,15.02,43,0,0,58.7,0,22.53,17.41,15.02,43,0,0,0,0
-139.375,69.875,"SSP1-2.6",293,31.06,18.09,23.89,40.61,0,0,44.71,0,31.06,18.09,17.06,40.61,0,0,6.83,0
-139.375,70.125,"SSP1-2.6",235,25.53,6.38,37.45,30.64,0,35.74,0,0,25.53,6.38,21.7,30.64,0,0,15.74,0
-139.375,70.375,"SSP1-2.6",235,25.53,7.23,34.89,34.47,0,36.17,0,0,25.53,7.23,20,34.47,0,0,14.89,0
-139.375,70.625,"SSP1-2.6",48,27.08,0,41.67,47.92,0,56.25,0,0,27.08,0,22.92,47.92,0,0,18.75,0
-139.375,70.875,"SSP1-2.6",48,25,0,39.58,43.75,0,56.25,0,0,25,0,20.83,43.75,0,0,18.75,0
-139.375,71.125,"SSP1-2.6",14,0,0,0,57.14,0,57.14,78.57,0,0,0,0,57.14,0,0,0,0
-139.375,71.375,"SSP1-2.6",14,0,0,0,64.29,0,57.14,78.57,0,0,0,0,64.29,0,0,0,0
-139.375,71.625,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-139.375,71.875,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-139.375,72.125,"SSP1-2.6",12,0,0,0,66.67,0,58.33,83.33,0,0,0,0,66.67,0,0,0,0
-139.375,72.375,"SSP1-2.6",12,0,0,0,75,0,66.67,83.33,0,0,0,0,75,0,0,0,0
-139.375,72.625,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-139.375,72.875,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-139.125,69.875,"SSP1-2.6",293,27.3,6.83,23.89,40.27,0,0,44.71,0,27.3,6.83,17.06,40.27,0,0,6.83,0
-139.125,70.125,"SSP1-2.6",235,25.96,7.66,36.6,30.21,0,34.47,0,0,25.96,7.66,20.85,30.21,0,0,15.74,0
-139.125,70.375,"SSP1-2.6",235,25.96,7.66,36.17,34.47,0,33.19,0,0,25.96,7.66,20.85,34.47,0,0,15.32,0
-139.125,70.625,"SSP1-2.6",48,27.08,0,41.67,43.75,0,56.25,0,0,27.08,0,22.92,43.75,0,0,18.75,0
-139.125,70.875,"SSP1-2.6",48,25,0,41.67,43.75,0,56.25,0,0,25,0,22.92,43.75,0,0,18.75,0
-139.125,71.125,"SSP1-2.6",14,0,0,0,57.14,0,57.14,78.57,0,0,0,0,57.14,0,0,0,0
-139.125,71.375,"SSP1-2.6",14,0,0,0,64.29,0,57.14,78.57,0,0,0,0,64.29,0,0,0,0
-139.125,71.625,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-139.125,71.875,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-139.125,72.125,"SSP1-2.6",12,0,0,0,66.67,0,66.67,83.33,0,0,0,0,66.67,0,0,0,0
-139.125,72.375,"SSP1-2.6",12,0,0,0,75,0,66.67,83.33,0,0,0,0,75,0,0,0,0
-139.125,72.625,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-139.125,72.875,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-138.875,69.625,"SSP1-2.6",288,25.35,5.56,25,42.36,0,0,0,0,25.35,5.56,14.93,42.36,0,0,10.07,0
-138.875,69.875,"SSP1-2.6",288,27.08,5.21,25,38.89,0,21.53,39.24,0,27.08,5.21,15.62,38.89,0,0,9.38,0
-138.875,70.125,"SSP1-2.6",169,24.26,0.59,36.69,24.26,0,47.93,0,0,24.26,0.59,22.49,24.26,0,0,14.2,0
-138.875,70.375,"SSP1-2.6",169,23.08,1.18,36.09,28.99,0,45.56,0,0,23.08,1.18,22.49,28.99,0,0,13.61,0
-138.875,70.625,"SSP1-2.6",54,22.22,0,38.89,40.74,0,57.41,0,0,22.22,0,22.22,40.74,0,0,16.67,0
-138.875,70.875,"SSP1-2.6",54,22.22,0,37.04,42.59,0,57.41,0,0,22.22,0,20.37,42.59,0,0,16.67,0
-138.875,71.125,"SSP1-2.6",14,0,0,0,57.14,0,57.14,78.57,0,0,0,0,57.14,0,0,0,0
-138.875,71.375,"SSP1-2.6",14,0,0,0,64.29,0,57.14,78.57,0,0,0,0,64.29,0,0,0,0
-138.875,71.625,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-138.875,71.875,"SSP1-2.6",13,0,0,0,69.23,0,61.54,84.62,0,0,0,0,69.23,0,0,0,0
-138.875,72.125,"SSP1-2.6",12,0,0,0,66.67,0,66.67,83.33,0,0,0,0,66.67,0,0,0,0
-138.875,72.375,"SSP1-2.6",12,0,0,0,75,0,66.67,83.33,0,0,0,0,75,0,0,0,0
-138.875,72.625,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-138.875,72.875,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-138.625,53.375,"SSP1-2.6",88,1.14,0,4.55,2.27,18.18,86.36,92.05,0,1.14,0,4.55,2.27,0,0,0,0
-138.625,69.375,"SSP1-2.6",266,38.72,18.8,21.43,45.49,0,0,45.11,0,38.72,18.8,13.53,45.49,0,0,7.89,0
-138.625,69.625,"SSP1-2.6",288,26.04,6.25,25,39.93,0,0,0,0,26.04,6.25,15.62,39.93,0,0,9.38,0
-138.625,69.875,"SSP1-2.6",288,26.74,5.21,25,39.24,0,32.29,0,0,26.74,5.21,15.97,39.24,0,0,9.03,0
-138.625,70.125,"SSP1-2.6",169,24.26,0,37.28,24.85,0,48.52,0,0,24.26,0,23.08,24.85,0,0,14.2,0
-138.625,70.375,"SSP1-2.6",169,21.89,0.59,36.09,32.54,0,50.3,0,0,21.89,0.59,22.49,32.54,0,0,13.61,0
-138.625,70.625,"SSP1-2.6",54,22.22,0,38.89,40.74,0,57.41,0,0,22.22,0,22.22,40.74,0,0,16.67,0
-138.625,70.875,"SSP1-2.6",54,24.07,0,37.04,37.04,0,57.41,0,0,24.07,0,20.37,37.04,0,0,16.67,0
-138.625,71.125,"SSP1-2.6",14,0,0,0,57.14,0,57.14,78.57,0,0,0,0,57.14,0,0,0,0
-138.625,71.375,"SSP1-2.6",14,0,0,0,64.29,0,57.14,78.57,0,0,0,0,64.29,0,0,0,0
-138.625,71.625,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-138.625,71.875,"SSP1-2.6",13,0,0,0,69.23,0,61.54,84.62,0,0,0,0,69.23,0,0,0,0
-138.625,72.125,"SSP1-2.6",12,0,0,0,66.67,0,66.67,83.33,0,0,0,0,66.67,0,0,0,0
-138.625,72.375,"SSP1-2.6",12,0,0,0,75,0,66.67,83.33,0,0,0,0,75,0,0,0,0
-138.625,72.625,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-138.625,72.875,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-138.375,52.875,"SSP1-2.6",88,1.14,0,5.68,2.27,7.95,86.36,90.91,0,1.14,0,4.55,2.27,0,0,1.14,0
-138.375,53.125,"SSP1-2.6",88,1.14,0,4.55,2.27,18.18,86.36,92.05,0,1.14,0,4.55,2.27,0,0,0,0
-138.375,53.375,"SSP1-2.6",88,1.14,0,4.55,2.27,18.18,86.36,92.05,0,1.14,0,4.55,2.27,0,0,0,0
-138.375,69.375,"SSP1-2.6",265,29.43,17.36,23.4,42.26,0,0,41.13,0,29.43,17.36,15.09,42.26,0,0,8.3,0
-138.375,69.625,"SSP1-2.6",232,23.28,18.97,35.34,30.17,0,0,0,0,23.28,18.97,20.26,30.17,0,0,15.09,0
-138.375,69.875,"SSP1-2.6",232,22.84,5.6,32.76,29.74,0,0,0,0,22.84,5.6,19.4,29.74,0,0,13.36,0
-138.375,70.125,"SSP1-2.6",185,24.86,2.16,37.84,25.95,0,46.49,0,0,24.86,2.16,22.7,25.95,0,0,15.14,0
-138.375,70.375,"SSP1-2.6",185,22.16,2.7,37.84,34.05,0,49.19,0,0,22.16,2.7,22.7,34.05,0,0,15.14,0
-138.375,70.625,"SSP1-2.6",54,22.22,0,38.89,37.04,0,57.41,0,0,22.22,0,22.22,37.04,0,0,16.67,0
-138.375,70.875,"SSP1-2.6",54,24.07,0,37.04,33.33,0,57.41,0,0,24.07,0,22.22,33.33,0,0,14.81,0
-138.375,71.125,"SSP1-2.6",14,0,0,0,57.14,0,57.14,78.57,0,0,0,0,57.14,0,0,0,0
-138.375,71.375,"SSP1-2.6",14,0,0,0,64.29,0,57.14,78.57,0,0,0,0,64.29,0,0,0,0
-138.375,71.625,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-138.375,71.875,"SSP1-2.6",13,0,0,0,69.23,0,61.54,84.62,0,0,0,0,69.23,0,0,0,0
-138.375,72.125,"SSP1-2.6",12,0,0,0,75,0,66.67,83.33,0,0,0,0,75,0,0,0,0
-138.375,72.375,"SSP1-2.6",12,0,0,0,75,0,66.67,83.33,0,0,0,0,75,0,0,0,0
-138.375,72.625,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-138.375,72.875,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-138.125,52.375,"SSP1-2.6",88,1.14,0,5.68,0,5.68,80.68,90.91,0,1.14,0,4.55,0,0,0,1.14,0
-138.125,52.625,"SSP1-2.6",88,1.14,0,5.68,2.27,5.68,80.68,90.91,0,1.14,0,4.55,2.27,0,0,1.14,0
-138.125,52.875,"SSP1-2.6",88,1.14,0,5.68,2.27,5.68,85.23,90.91,0,1.14,0,4.55,2.27,0,0,1.14,0
-138.125,53.125,"SSP1-2.6",88,1.14,0,5.68,2.27,7.95,85.23,90.91,0,1.14,0,4.55,2.27,0,0,1.14,0
-138.125,53.375,"SSP1-2.6",88,1.14,0,5.68,2.27,7.95,86.36,90.91,0,1.14,0,4.55,2.27,0,0,1.14,0
-138.125,69.375,"SSP1-2.6",265,27.55,15.85,24.15,41.89,0,0,0,0,27.55,15.85,15.47,41.89,0,0,8.68,0
-138.125,69.625,"SSP1-2.6",232,24.57,20.26,35.78,29.74,0,0,0,0,24.57,20.26,20.69,29.74,0,0,15.09,0
-138.125,69.875,"SSP1-2.6",232,22.84,19.4,32.76,30.17,0,0,0,0,22.84,19.4,18.97,30.17,0,0,13.79,0
-138.125,70.125,"SSP1-2.6",185,24.86,1.08,37.84,27.57,0,36.22,0,0,24.86,1.08,22.7,27.57,0,0,15.14,0
-138.125,70.375,"SSP1-2.6",185,21.08,1.62,37.84,35.68,0,51.35,0,0,21.08,1.62,22.7,35.68,0,0,15.14,0
-138.125,70.625,"SSP1-2.6",54,22.22,0,38.89,42.59,0,57.41,0,0,22.22,0,22.22,42.59,0,0,16.67,0
-138.125,70.875,"SSP1-2.6",54,24.07,0,38.89,37.04,0,57.41,0,0,24.07,0,24.07,37.04,0,0,14.81,0
-138.125,71.125,"SSP1-2.6",14,0,0,0,57.14,0,57.14,78.57,0,0,0,0,57.14,0,0,0,0
-138.125,71.375,"SSP1-2.6",14,0,0,0,64.29,0,57.14,78.57,0,0,0,0,64.29,0,0,0,0
-138.125,71.625,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-138.125,71.875,"SSP1-2.6",13,0,0,0,69.23,0,61.54,84.62,0,0,0,0,69.23,0,0,0,0
-138.125,72.125,"SSP1-2.6",12,0,0,0,75,0,66.67,83.33,0,0,0,0,75,0,0,0,0
-138.125,72.375,"SSP1-2.6",12,0,0,0,75,0,66.67,83.33,0,0,0,0,75,0,0,0,0
-138.125,72.625,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-138.125,72.875,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-137.875,52.125,"SSP1-2.6",89,1.12,0,5.62,1.12,5.62,79.78,91.01,0,1.12,0,4.49,1.12,0,0,1.12,0
-137.875,52.375,"SSP1-2.6",89,1.12,0,5.62,1.12,5.62,79.78,91.01,0,1.12,0,4.49,1.12,0,0,1.12,0
-137.875,52.625,"SSP1-2.6",88,1.14,0,5.68,2.27,5.68,80.68,90.91,0,1.14,0,4.55,2.27,0,0,1.14,0
-137.875,52.875,"SSP1-2.6",88,1.14,0,5.68,2.27,5.68,84.09,90.91,0,1.14,0,4.55,2.27,0,0,1.14,0
-137.875,53.125,"SSP1-2.6",88,1.14,0,5.68,1.14,9.09,84.09,90.91,0,1.14,0,4.55,1.14,0,0,1.14,0
-137.875,53.375,"SSP1-2.6",88,1.14,0,5.68,2.27,5.68,84.09,90.91,0,1.14,0,4.55,2.27,0,0,1.14,0
-137.875,53.625,"SSP1-2.6",88,1.14,0,5.68,1.14,10.23,86.36,90.91,0,1.14,0,4.55,1.14,0,0,1.14,0
-137.875,69.125,"SSP1-2.6",233,33.48,20.17,30.9,40.34,0,0,0,0,33.48,20.17,18.03,40.34,0,0,12.88,0
-137.875,69.375,"SSP1-2.6",233,30.47,19.74,24.89,36.91,0,0,0,0,30.47,19.74,13.73,36.91,0,0,11.16,0
-137.875,69.625,"SSP1-2.6",227,25.99,22.47,33.92,29.07,0,0,0,0,25.99,22.47,19.82,29.07,0,0,14.1,0
-137.875,69.875,"SSP1-2.6",227,23.35,19.38,32.16,30.84,0,0,0,0,23.35,19.38,19.82,30.84,0,0,12.33,0
-137.875,70.125,"SSP1-2.6",225,23.11,5.78,33.33,32.89,0,0,0,0,23.11,5.78,19.56,32.89,0,0,13.78,0
-137.875,70.375,"SSP1-2.6",225,20,4,32.44,40,0,41.33,0,0,20,4,18.67,40,0,0,13.78,0
-137.875,70.625,"SSP1-2.6",46,21.74,0,36.96,47.83,0,56.52,0,0,21.74,0,19.57,47.83,0,0,17.39,0
-137.875,70.875,"SSP1-2.6",46,21.74,0,36.96,45.65,0,56.52,0,0,21.74,0,21.74,45.65,0,0,15.22,0
-137.875,71.125,"SSP1-2.6",15,0,0,0,53.33,0,60,80,0,0,0,0,53.33,0,0,0,0
-137.875,71.375,"SSP1-2.6",15,0,0,0,60,0,60,80,0,0,0,0,60,0,0,0,0
-137.875,71.625,"SSP1-2.6",13,0,0,0,69.23,0,53.85,84.62,0,0,0,0,69.23,0,0,0,0
-137.875,71.875,"SSP1-2.6",13,0,0,0,69.23,0,61.54,84.62,0,0,0,0,69.23,0,0,0,0
-137.875,72.125,"SSP1-2.6",12,0,0,0,75,0,66.67,83.33,0,0,0,0,75,0,0,0,0
-137.875,72.375,"SSP1-2.6",12,0,0,0,75,0,66.67,83.33,0,0,0,0,75,0,0,0,0
-137.875,72.625,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-137.875,72.875,"SSP1-2.6",10,0,0,0,70,0,70,80,0,0,0,0,70,0,0,0,0
-137.625,51.875,"SSP1-2.6",91,1.1,0,5.49,1.1,5.49,78.02,91.21,0,1.1,0,4.4,1.1,0,0,1.1,0
-137.625,52.125,"SSP1-2.6",89,1.12,0,5.62,1.12,5.62,79.78,91.01,0,1.12,0,4.49,1.12,0,0,1.12,0
-137.625,52.375,"SSP1-2.6",89,1.12,0,5.62,2.25,5.62,79.78,91.01,0,1.12,0,4.49,2.25,0,0,1.12,0
-137.625,52.625,"SSP1-2.6",88,1.14,0,5.68,2.27,5.68,79.55,90.91,0,1.14,0,4.55,2.27,0,0,1.14,0
-137.625,52.875,"SSP1-2.6",88,1.14,0,5.68,2.27,5.68,79.55,90.91,0,1.14,0,4.55,2.27,0,0,1.14,0
-137.625,53.125,"SSP1-2.6",88,1.14,0,5.68,2.27,5.68,79.55,90.91,0,1.14,0,4.55,2.27,0,0,1.14,0
-137.625,53.375,"SSP1-2.6",88,1.14,0,5.68,2.27,5.68,79.55,90.91,0,1.14,0,4.55,2.27,0,0,1.14,0
-137.625,53.625,"SSP1-2.6",88,1.14,0,5.68,1.14,11.36,85.23,90.91,0,1.14,0,4.55,1.14,0,0,1.14,0
-137.625,69.125,"SSP1-2.6",233,35.19,20.17,30.47,37.77,0,0,0,0,35.19,20.17,17.6,37.77,0,0,12.88,0
-137.625,69.375,"SSP1-2.6",233,33.05,20.6,24.89,36.91,0,0,0,0,33.05,20.6,12.88,36.91,0,0,12.02,0
-137.625,69.625,"SSP1-2.6",227,29.96,24.67,34.36,29.07,0,0,0,0,29.96,24.67,21.15,29.07,0,0,13.22,0
