Ship/Navire,Date(GMT),Longitude,Latitude,Deph/Profondeur(m),Temperature/Température(ºC),Salinity/Salinité
CONNAIGRA,2021-01-05 06:00:21,-52.64420,47.38370,7.5,2.21,31.51
CONNAIGRA,2021-01-05 06:10:21,-52.66580,47.33100,7.5,1.97,31.73
CONNAIGRA,2021-01-05 06:20:21,-52.68770,47.27920,7.5,1.85,31.80
CONNAIGRA,2021-01-05 06:30:21,-52.71200,47.22730,7.5,1.79,31.84
CONNAIGRA,2021-01-05 06:40:21,-52.73500,47.17570,7.5,1.70,31.90
CONNAIGRA,2021-01-05 06:50:21,-52.75750,47.12400,7.5,1.73,31.86
CONNAIGRA,2021-01-05 07:00:21,-52.78080,47.07150,7.5,1.85,31.78
CONNAIGRA,2021-01-05 07:10:21,-52.80600,47.01970,7.5,1.85,31.78
CONNAIGRA,2021-01-05 07:20:21,-52.83050,46.96750,7.5,1.85,31.79
CONNAIGRA,2021-01-05 07:30:21,-52.85230,46.91550,7.5,1.79,31.83
CONNAIGRA,2021-01-05 07:40:21,-52.87570,46.86280,7.5,1.77,31.86
CONNAIGRA,2021-01-05 07:50:21,-52.89920,46.81050,7.5,1.77,31.85
CONNAIGRA,2021-01-05 08:00:21,-52.92480,46.75930,7.5,1.82,31.80
CONNAIGRA,2021-01-05 08:10:21,-52.96870,46.71450,7.5,1.88,31.77
CONNAIGRA,2021-01-05 08:20:21,-53.01130,46.66880,7.5,1.88,31.78
CONNAIGRA,2021-01-05 08:30:21,-53.05770,46.62550,7.5,1.86,31.79
CONNAIGRA,2021-01-05 08:40:21,-53.12030,46.59200,7.5,1.83,31.80
CONNAIGRA,2021-01-05 08:50:21,-53.19200,46.57420,7.5,1.81,31.80
CONNAIGRA,2021-01-05 09:00:21,-53.26970,46.56470,7.5,1.82,31.81
CONNAIGRA,2021-01-05 09:10:21,-53.34770,46.55570,7.5,1.83,31.81
CONNAIGRA,2021-01-05 09:20:21,-53.42550,46.54600,7.5,1.85,31.82
CONNAIGRA,2021-01-05 09:30:21,-53.50320,46.53620,7.5,1.95,31.80
CONNAIGRA,2021-01-05 09:40:21,-53.58120,46.53380,7.5,2.16,31.76
CONNAIGRA,2021-01-05 09:50:21,-53.66000,46.53850,7.5,2.33,31.74
CONNAIGRA,2021-01-05 10:00:21,-53.73830,46.54280,7.5,2.38,31.74
CONNAIGRA,2021-01-05 10:10:21,-53.81620,46.54680,7.5,2.56,31.72
CONNAIGRA,2021-01-05 10:20:21,-53.89420,46.55080,7.5,2.64,31.72
CONNAIGRA,2021-01-05 10:30:21,-53.97200,46.55470,7.5,2.66,31.72
CONNAIGRA,2021-01-05 10:40:21,-54.04950,46.55850,7.5,2.70,31.71
CONNAIGRA,2021-01-05 10:50:21,-54.12680,46.56250,7.5,2.68,31.72
CONNAIGRA,2021-01-05 11:00:21,-54.20400,46.56700,7.5,2.67,31.73
CONNAIGRA,2021-01-05 11:10:21,-54.28170,46.57070,7.5,2.67,31.73
CONNAIGRA,2021-01-05 11:20:21,-54.36000,46.57420,7.5,2.68,31.76
