Ship/Navire,Date(GMT),Longitude,Latitude,Deph/Profondeur(m),Temperature/Température(ºC),Salinity/Salinité
CONNAIGRA,2020-01-05 02:00:10,-72.23680,46.48600,7.5,1.27,0.17
CONNAIGRA,2020-01-05 02:10:10,-72.19580,46.52670,7.5,1.22,0.17
CONNAIGRA,2020-01-05 02:20:10,-72.13630,46.55830,7.5,1.19,0.16
CONNAIGRA,2020-01-05 02:30:10,-72.06100,46.56700,7.5,1.18,0.16
CONNAIGRA,2020-01-05 02:40:10,-71.99520,46.59700,7.5,1.16,0.16
CONNAIGRA,2020-01-05 02:50:10,-71.93230,46.63130,7.5,1.13,0.16
CONNAIGRA,2020-01-05 03:00:10,-71.87720,46.67550,7.5,1.11,0.15
CONNAIGRA,2020-01-05 03:10:10,-71.80520,46.66480,7.5,1.06,0.15
CONNAIGRA,2020-01-05 03:20:10,-71.74070,46.64250,7.5,1.03,0.15
CONNAIGRA,2020-01-05 03:30:10,-71.67070,46.64620,7.5,1.01,0.15
CONNAIGRA,2020-01-05 03:40:10,-71.60420,46.66780,7.5,0.96,0.15
CONNAIGRA,2020-01-05 03:50:10,-71.54280,46.68970,7.5,0.95,0.15
CONNAIGRA,2020-01-05 04:00:10,-71.48020,46.70720,7.5,0.89,0.15
CONNAIGRA,2020-01-05 04:10:10,-71.41620,46.71630,7.5,0.87,0.15
CONNAIGRA,2020-01-05 04:20:10,-71.35250,46.72900,7.5,0.84,0.14
CONNAIGRA,2020-01-05 04:30:10,-71.29070,46.74500,7.5,0.81,0.14
CONNAIGRA,2020-01-05 04:40:10,-71.23830,46.76920,7.5,0.76,0.14
CONNAIGRA,2020-01-05 04:50:10,-71.20280,46.79920,7.5,0.69,0.13
CONNAIGRA,2020-01-05 05:00:10,-71.19450,46.81370,7.5,0.70,0.13
CONNAIGRA,2020-01-05 05:10:10,-71.16900,46.83530,7.5,0.66,0.13
CONNAIGRA,2020-01-05 05:20:10,-71.11050,46.83900,7.5,0.61,0.13
CONNAIGRA,2020-01-05 05:30:10,-71.04820,46.84270,7.5,0.56,0.13
CONNAIGRA,2020-01-05 05:40:10,-70.98870,46.85620,7.5,0.51,0.12
CONNAIGRA,2020-01-05 05:50:10,-70.93650,46.87980,7.5,0.48,0.12
CONNAIGRA,2020-01-05 06:00:10,-70.88880,46.90800,7.5,0.41,0.12
CONNAIGRA,2020-01-05 06:10:10,-70.85100,46.94300,7.5,0.35,0.12
CONNAIGRA,2020-01-05 06:20:10,-70.81570,46.98070,7.5,0.28,0.12
CONNAIGRA,2020-01-05 06:30:10,-70.77930,47.01820,7.5,0.24,0.12
CONNAIGRA,2020-01-05 06:40:10,-70.74200,47.05670,7.5,0.17,0.40
CONNAIGRA,2020-01-05 06:50:10,-70.71300,47.09920,7.5,0.16,2.13
CONNAIGRA,2020-01-05 07:00:10,-70.67650,47.14000,7.5,0.05,3.97
CONNAIGRA,2020-01-05 07:10:10,-70.63330,47.17880,7.5,0.01,5.44
CONNAIGRA,2020-01-05 07:20:10,-70.58700,47.21670,7.5,-0.00,6.86
CONNAIGRA,2020-01-05 07:30:10,-70.54500,47.25720,7.5,-0.03,7.85
CONNAIGRA,2020-01-05 07:40:10,-70.51370,47.30300,7.5,-0.03,9.76
CONNAIGRA,2020-01-05 07:50:10,-70.48270,47.35100,7.5,0.02,12.74
CONNAIGRA,2020-01-05 08:00:10,-70.45200,47.39970,7.5,0.05,13.76
CONNAIGRA,2020-01-05 08:10:10,-70.40280,47.42900,7.5,0.06,14.30
CONNAIGRA,2020-01-05 08:20:10,-70.32830,47.44280,7.5,0.12,15.81
CONNAIGRA,2020-01-05 08:30:10,-70.25300,47.45720,7.5,0.20,18.60
CONNAIGRA,2020-01-05 08:40:10,-70.18920,47.48770,7.5,0.18,18.68
CONNAIGRA,2020-01-05 08:50:10,-70.14330,47.53120,7.5,0.10,18.41
CONNAIGRA,2020-01-05 09:00:10,-70.09880,47.57230,7.5,0.18,20.26
CONNAIGRA,2020-01-05 09:10:10,-70.05230,47.61400,7.5,0.27,22.35
CONNAIGRA,2020-01-05 09:20:10,-70.00120,47.64970,7.5,0.28,22.65
CONNAIGRA,2020-01-05 09:30:10,-69.95320,47.68520,7.5,0.21,21.73
CONNAIGRA,2020-01-05 09:40:09,-69.90550,47.72330,7.5,0.08,19.98
CONNAIGRA,2020-01-05 09:50:09,-69.86030,47.76400,7.5,-0.01,18.67
CONNAIGRA,2020-01-05 10:00:10,-69.81880,47.80780,7.5,0.00,18.40
CONNAIGRA,2020-01-05 10:10:10,-69.77820,47.84950,7.5,0.05,19.16
CONNAIGRA,2020-01-05 10:20:10,-69.73830,47.89000,7.5,0.04,19.20
CONNAIGRA,2020-01-05 10:30:09,-69.70000,47.93250,7.5,0.09,20.51
CONNAIGRA,2020-01-05 10:40:09,-69.66220,47.97550,7.5,0.15,21.35
CONNAIGRA,2020-01-05 10:50:10,-69.62830,48.02030,7.5,0.17,21.82
CONNAIGRA,2020-01-05 11:00:09,-69.59720,48.06470,7.5,0.19,22.28
CONNAIGRA,2020-01-05 11:10:09,-69.57100,48.10750,7.5,0.24,23.47
CONNAIGRA,2020-01-05 11:20:10,-69.52750,48.14780,7.5,0.38,25.51
CONNAIGRA,2020-01-05 11:30:09,-69.48320,48.18820,7.5,0.48,26.74
CONNAIGRA,2020-01-05 11:40:09,-69.44380,48.22800,7.5,0.45,27.25
CONNAIGRA,2020-01-05 11:50:10,-69.41750,48.27130,7.5,0.40,27.86
CONNAIGRA,2020-01-05 12:00:09,-69.40200,48.30320,7.5,0.34,28.03
CONNAIGRA,2020-01-05 12:10:09,-69.37650,48.31400,7.5,0.29,28.30
CONNAIGRA,2020-01-05 12:20:09,-69.31920,48.33100,7.5,0.25,28.36
CONNAIGRA,2020-01-05 12:30:10,-69.25230,48.35100,7.5,0.23,28.04
CONNAIGRA,2020-01-05 12:40:09,-69.18430,48.37180,7.5,0.16,27.84
CONNAIGRA,2020-01-05 12:50:09,-69.11770,48.39370,7.5,-0.05,28.16
CONNAIGRA,2020-01-05 13:00:10,-69.05320,48.41630,7.5,-0.00,28.49
CONNAIGRA,2020-01-05 13:10:10,-68.99020,48.43830,7.5,0.07,28.59
CONNAIGRA,2020-01-05 13:20:09,-68.92600,48.46030,7.5,0.14,28.69
CONNAIGRA,2020-01-05 13:30:09,-68.86070,48.48270,7.5,0.08,28.50
CONNAIGRA,2020-01-05 13:40:10,-68.79450,48.50450,7.5,0.08,28.17
CONNAIGRA,2020-01-05 13:50:10,-68.72830,48.52670,7.5,0.03,28.11
CONNAIGRA,2020-01-05 14:00:10,-68.66080,48.54780,7.5,0.12,27.12
CONNAIGRA,2020-01-05 14:10:09,-68.59200,48.56970,7.5,0.07,26.06
CONNAIGRA,2020-01-05 14:20:10,-68.52350,48.59180,7.5,-0.00,26.06
CONNAIGRA,2020-01-05 14:30:10,-68.45470,48.61300,7.5,0.01,26.40
CONNAIGRA,2020-01-05 14:40:09,-68.38530,48.63450,7.5,0.03,26.64
CONNAIGRA,2020-01-05 14:50:09,-68.31520,48.65670,7.5,0.04,27.08
CONNAIGRA,2020-01-05 15:00:09,-68.24470,48.67900,7.5,0.05,27.38
CONNAIGRA,2020-01-05 15:10:09,-68.17380,48.70130,7.5,0.07,27.27
CONNAIGRA,2020-01-05 15:20:09,-68.10070,48.72130,7.5,0.10,26.76
CONNAIGRA,2020-01-05 15:30:09,-68.02550,48.73930,7.5,0.05,26.96
CONNAIGRA,2020-01-05 15:40:09,-67.95220,48.76050,7.5,0.02,27.37
CONNAIGRA,2020-01-05 15:50:09,-67.88000,48.78320,7.5,0.01,27.77
CONNAIGRA,2020-01-05 16:00:09,-67.80800,48.80580,7.5,0.01,28.12
CONNAIGRA,2020-01-05 16:10:09,-67.73620,48.82830,7.5,-0.01,28.36
CONNAIGRA,2020-01-05 16:20:09,-67.66330,48.85050,7.5,0.02,28.52
CONNAIGRA,2020-01-05 16:30:09,-67.59000,48.87270,7.5,-0.02,28.64
CONNAIGRA,2020-01-05 16:40:09,-67.52000,48.89880,7.5,-0.01,28.73
CONNAIGRA,2020-01-05 16:50:09,-67.44930,48.92470,7.5,-0.10,28.71
CONNAIGRA,2020-01-05 17:00:09,-67.37530,48.94680,7.5,-0.17,28.66
CONNAIGRA,2020-01-05 17:10:09,-67.30230,48.96820,7.5,-0.27,28.59
CONNAIGRA,2020-01-05 17:20:09,-67.23130,48.99020,7.5,-0.27,28.52
CONNAIGRA,2020-01-05 17:30:09,-67.16100,49.01220,7.5,-0.25,28.56
CONNAIGRA,2020-01-05 17:40:09,-67.09200,49.03480,7.5,-0.21,28.61
CONNAIGRA,2020-01-05 17:50:09,-67.02300,49.05770,7.5,-0.16,28.77
CONNAIGRA,2020-01-05 18:00:09,-66.95320,49.08030,7.5,-0.10,28.93
CONNAIGRA,2020-01-05 18:10:09,-66.88130,49.10170,7.5,-0.13,29.02
CONNAIGRA,2020-01-05 18:20:09,-66.80850,49.12300,7.5,-0.20,29.05
CONNAIGRA,2020-01-05 18:30:09,-66.73500,49.14200,7.5,-0.30,29.11
CONNAIGRA,2020-01-05 18:40:09,-66.66000,49.15880,7.5,-0.36,29.14
CONNAIGRA,2020-01-05 18:50:09,-66.58420,49.17650,7.5,-0.36,29.18
CONNAIGRA,2020-01-05 19:00:09,-66.50750,49.19420,7.5,-0.36,29.24
CONNAIGRA,2020-01-05 19:10:09,-66.43000,49.21220,7.5,-0.35,29.26
CONNAIGRA,2020-01-05 19:20:09,-66.35130,49.22880,7.5,-0.37,29.29
CONNAIGRA,2020-01-05 19:30:09,-66.27250,49.24580,7.5,-0.61,29.31
CONNAIGRA,2020-01-05 19:40:09,-66.18970,49.25670,7.5,-0.64,29.30
CONNAIGRA,2020-01-05 19:50:09,-66.10450,49.26300,7.5,-0.52,29.31
CONNAIGRA,2020-01-05 20:00:09,-66.01920,49.26920,7.5,-0.44,29.32
CONNAIGRA,2020-01-05 20:10:09,-65.93430,49.27500,7.5,-0.39,29.32
CONNAIGRA,2020-01-05 20:20:09,-65.84950,49.28070,7.5,-0.33,29.32
CONNAIGRA,2020-01-05 20:30:09,-65.76450,49.28480,7.5,-0.31,29.34
CONNAIGRA,2020-01-05 20:40:09,-65.67900,49.28500,7.5,-0.27,29.37
CONNAIGRA,2020-01-05 20:50:09,-65.59450,49.28350,7.5,-0.23,29.41
CONNAIGRA,2020-01-05 21:00:09,-65.51050,49.28070,7.5,-0.20,29.46
CONNAIGRA,2020-01-05 21:10:09,-65.43120,49.27830,7.5,-0.20,29.53
CONNAIGRA,2020-01-05 21:20:09,-65.35300,49.27650,7.5,-0.25,29.54
CONNAIGRA,2020-01-05 21:30:09,-65.27450,49.27400,7.5,-0.29,29.54
CONNAIGRA,2020-01-05 21:40:09,-65.19680,49.27020,7.5,-0.33,29.55
CONNAIGRA,2020-01-05 21:50:09,-65.12000,49.26670,7.5,-0.38,29.50
CONNAIGRA,2020-01-05 22:00:09,-65.04300,49.26230,7.5,-0.39,29.46
CONNAIGRA,2020-01-05 22:10:09,-64.96670,49.25750,7.5,-0.42,29.41
CONNAIGRA,2020-01-05 22:20:09,-64.89130,49.25270,7.5,-0.49,29.35
CONNAIGRA,2020-01-05 22:30:09,-64.81730,49.24220,7.5,-0.51,29.30
CONNAIGRA,2020-01-05 22:40:09,-64.74650,49.22250,7.5,-0.52,29.28
CONNAIGRA,2020-01-05 22:50:09,-64.67630,49.20200,7.5,-0.51,29.29
CONNAIGRA,2020-01-05 23:00:09,-64.60620,49.18080,7.5,-0.49,29.30
CONNAIGRA,2020-01-05 23:10:09,-64.53600,49.15970,7.5,-0.45,29.34
CONNAIGRA,2020-01-05 23:20:09,-64.46550,49.13820,7.5,-0.42,29.38
CONNAIGRA,2020-01-05 23:30:09,-64.39530,49.11720,7.5,-0.45,29.45
CONNAIGRA,2020-01-05 23:40:09,-64.32580,49.09600,7.5,-0.51,29.55
CONNAIGRA,2020-01-05 23:50:09,-64.25630,49.07500,7.5,-0.55,29.87
CONNAIGRA,2020-01-06 00:00:09,-64.18800,49.05450,7.5,-0.47,30.23
CONNAIGRA,2020-01-06 00:10:09,-64.11950,49.03380,7.5,-0.57,30.39
CONNAIGRA,2020-01-06 00:20:09,-64.05150,49.01280,7.5,-0.60,30.51
CONNAIGRA,2020-01-06 00:30:09,-63.98380,48.99220,7.5,-0.56,30.61
CONNAIGRA,2020-01-06 00:40:09,-63.91620,48.97150,7.5,-0.45,30.72
CONNAIGRA,2020-01-06 00:50:09,-63.84930,48.95130,7.5,-0.46,30.80
CONNAIGRA,2020-01-06 01:00:09,-63.78320,48.93100,7.5,-0.65,30.64
CONNAIGRA,2020-01-06 01:10:09,-63.71820,48.91120,7.5,-0.75,30.52
CONNAIGRA,2020-01-06 01:20:09,-63.65370,48.89150,7.5,-0.82,30.45
CONNAIGRA,2020-01-06 01:30:09,-63.58880,48.87130,7.5,-0.83,30.48
CONNAIGRA,2020-01-06 01:40:09,-63.52080,48.84970,7.5,-0.81,30.55
CONNAIGRA,2020-01-06 01:50:09,-63.45200,48.82850,7.5,-0.79,30.58
CONNAIGRA,2020-01-06 02:00:09,-63.38280,48.80750,7.5,-0.74,30.64
CONNAIGRA,2020-01-06 02:10:09,-63.31170,48.78620,7.5,-0.63,30.65
CONNAIGRA,2020-01-06 02:20:09,-63.24030,48.76480,7.5,-0.48,30.68
CONNAIGRA,2020-01-06 02:30:09,-63.16970,48.74300,7.5,-0.34,30.75
CONNAIGRA,2020-01-06 02:40:09,-63.09970,48.72080,7.5,-0.18,30.85
CONNAIGRA,2020-01-06 02:50:09,-63.02970,48.69780,7.5,-0.14,30.94
CONNAIGRA,2020-01-06 03:00:09,-62.95970,48.67420,7.5,-0.20,30.98
CONNAIGRA,2020-01-06 03:10:09,-62.88870,48.65020,7.5,-0.20,31.05
CONNAIGRA,2020-01-06 03:20:09,-62.81870,48.62720,7.5,-0.16,31.09
CONNAIGRA,2020-01-06 03:30:09,-62.74950,48.60400,7.5,0.08,31.23
CONNAIGRA,2020-01-06 03:40:09,-62.68030,48.58200,7.5,0.14,31.30
CONNAIGRA,2020-01-06 03:50:09,-62.61000,48.56180,7.5,0.17,31.34
CONNAIGRA,2020-01-06 04:00:09,-62.53870,48.54170,7.5,0.18,31.39
CONNAIGRA,2020-01-06 04:10:09,-62.46600,48.52170,7.5,0.17,31.44
CONNAIGRA,2020-01-06 04:20:09,-62.39320,48.50280,7.5,0.15,31.53
CONNAIGRA,2020-01-06 04:30:09,-62.32320,48.48400,7.5,0.19,31.41
CONNAIGRA,2020-01-06 04:40:09,-62.25480,48.46370,7.5,0.15,31.28
CONNAIGRA,2020-01-06 04:50:09,-62.18930,48.44150,7.5,0.23,31.22
CONNAIGRA,2020-01-06 05:00:09,-62.12380,48.41880,7.5,0.30,31.24
CONNAIGRA,2020-01-06 05:10:09,-62.05870,48.39630,7.5,0.37,31.28
CONNAIGRA,2020-01-06 05:20:09,-61.99320,48.37400,7.5,0.41,31.33
CONNAIGRA,2020-01-06 05:30:09,-61.92670,48.35220,7.5,0.55,31.39
CONNAIGRA,2020-01-06 05:40:09,-61.85920,48.33100,7.5,0.60,31.40
CONNAIGRA,2020-01-06 05:50:09,-61.79180,48.30950,7.5,0.65,31.41
CONNAIGRA,2020-01-06 06:00:09,-61.72520,48.28850,7.5,0.57,31.41
CONNAIGRA,2020-01-06 06:10:09,-61.65820,48.26820,7.5,0.55,31.40
CONNAIGRA,2020-01-06 06:20:09,-61.59230,48.24850,7.5,0.57,31.43
CONNAIGRA,2020-01-06 06:30:09,-61.52680,48.22850,7.5,0.56,31.43
CONNAIGRA,2020-01-06 06:40:09,-61.46170,48.20770,7.5,0.69,31.44
CONNAIGRA,2020-01-06 06:50:09,-61.39670,48.18480,7.5,0.78,31.46
CONNAIGRA,2020-01-06 07:00:09,-61.33200,48.16130,7.5,0.80,31.48
CONNAIGRA,2020-01-06 07:10:09,-61.26730,48.13600,7.5,0.74,31.50
CONNAIGRA,2020-01-06 07:20:09,-61.20130,48.11050,7.5,0.74,31.51
CONNAIGRA,2020-01-06 07:30:09,-61.13450,48.08520,7.5,0.67,31.54
CONNAIGRA,2020-01-06 07:40:09,-61.06870,48.06030,7.5,0.62,31.54
CONNAIGRA,2020-01-06 07:50:09,-61.00430,48.03650,7.5,0.60,31.54
CONNAIGRA,2020-01-06 08:00:09,-60.94080,48.01230,7.5,0.60,31.53
CONNAIGRA,2020-01-06 08:10:09,-60.87120,47.98580,7.5,0.80,31.51
CONNAIGRA,2020-01-06 08:20:09,-60.80250,47.95830,7.5,0.79,31.50
CONNAIGRA,2020-01-06 08:30:09,-60.73400,47.93080,7.5,0.76,31.49
CONNAIGRA,2020-01-06 08:40:09,-60.66450,47.90380,7.5,0.86,31.50
CONNAIGRA,2020-01-06 08:50:09,-60.59330,47.87620,7.5,0.99,31.52
CONNAIGRA,2020-01-06 09:00:09,-60.52200,47.84870,7.5,1.29,31.59
CONNAIGRA,2020-01-06 09:10:09,-60.45020,47.82070,7.5,1.32,31.58
CONNAIGRA,2020-01-06 09:20:09,-60.37720,47.79250,7.5,1.34,31.56
CONNAIGRA,2020-01-06 09:30:09,-60.30280,47.76420,7.5,1.38,31.57
CONNAIGRA,2020-01-06 09:40:09,-60.23020,47.73670,7.5,1.39,31.57
CONNAIGRA,2020-01-06 09:50:09,-60.15830,47.70950,7.5,1.37,31.54
CONNAIGRA,2020-01-06 10:00:09,-60.08570,47.68200,7.5,1.64,31.59
CONNAIGRA,2020-01-06 10:10:09,-60.01320,47.65480,7.5,1.58,31.62
CONNAIGRA,2020-01-06 10:20:09,-59.94150,47.62880,7.5,1.49,31.58
CONNAIGRA,2020-01-06 10:30:09,-59.87050,47.60330,7.5,1.36,31.48
CONNAIGRA,2020-01-06 10:40:09,-59.79970,47.57780,7.5,1.41,31.34
CONNAIGRA,2020-01-06 10:50:09,-59.72880,47.55250,7.5,1.38,31.15
CONNAIGRA,2020-01-06 11:00:09,-59.65630,47.52800,7.5,1.36,30.96
CONNAIGRA,2020-01-06 11:10:09,-59.58130,47.50500,7.5,1.33,30.95
CONNAIGRA,2020-01-06 11:20:09,-59.50400,47.48430,7.5,1.47,31.04
CONNAIGRA,2020-01-06 11:30:09,-59.42230,47.47080,7.5,1.51,31.04
CONNAIGRA,2020-01-06 11:40:09,-59.33820,47.46750,7.5,1.47,31.16
CONNAIGRA,2020-01-06 11:50:09,-59.25470,47.46550,7.5,1.55,31.32
CONNAIGRA,2020-01-06 12:00:09,-59.17250,47.46380,7.5,2.01,31.51
CONNAIGRA,2020-01-06 12:10:09,-59.09980,47.46180,7.5,2.08,31.56
CONNAIGRA,2020-01-06 12:20:09,-59.03250,47.46020,7.5,2.00,31.57
CONNAIGRA,2020-01-06 12:30:09,-58.96550,47.45750,7.5,1.96,31.59
CONNAIGRA,2020-01-06 12:40:09,-58.89730,47.45450,7.5,1.96,31.61
CONNAIGRA,2020-01-06 12:50:09,-58.83020,47.45180,7.5,2.18,31.66
CONNAIGRA,2020-01-06 13:00:09,-58.76370,47.44870,7.5,2.36,31.70
CONNAIGRA,2020-01-06 13:10:09,-58.69720,47.44600,7.5,2.46,31.73
CONNAIGRA,2020-01-06 13:20:09,-58.63050,47.44350,7.5,2.53,31.74
CONNAIGRA,2020-01-06 13:30:09,-58.56330,47.44070,7.5,2.58,31.74
CONNAIGRA,2020-01-06 13:40:09,-58.49470,47.43770,7.5,2.62,31.75
CONNAIGRA,2020-01-06 13:50:09,-58.42580,47.43220,7.5,2.59,31.75
CONNAIGRA,2020-01-06 14:00:09,-58.35800,47.42550,7.5,2.46,31.74
CONNAIGRA,2020-01-06 14:10:09,-58.29030,47.41880,7.5,2.50,31.75
CONNAIGRA,2020-01-06 14:20:09,-58.22350,47.41250,7.5,2.53,31.75
CONNAIGRA,2020-01-06 14:30:09,-58.15730,47.40620,7.5,2.54,31.76
CONNAIGRA,2020-01-06 14:40:09,-58.09170,47.39980,7.5,2.55,31.75
CONNAIGRA,2020-01-06 14:50:09,-58.02600,47.39370,7.5,2.56,31.75
CONNAIGRA,2020-01-06 15:00:09,-57.95980,47.38720,7.5,2.57,31.75
CONNAIGRA,2020-01-06 15:10:09,-57.89400,47.38020,7.5,2.56,31.76
CONNAIGRA,2020-01-06 15:20:09,-57.82700,47.37380,7.5,2.58,31.76
CONNAIGRA,2020-01-06 15:30:09,-57.75970,47.36750,7.5,2.57,31.76
CONNAIGRA,2020-01-06 15:40:09,-57.69230,47.36100,7.5,2.59,31.78
CONNAIGRA,2020-01-06 15:50:09,-57.62420,47.35380,7.5,2.58,31.80
CONNAIGRA,2020-01-06 16:00:09,-57.55620,47.34630,7.5,2.57,31.79
CONNAIGRA,2020-01-06 16:10:09,-57.48820,47.33950,7.5,2.57,31.79
CONNAIGRA,2020-01-06 16:20:09,-57.42030,47.33280,7.5,2.59,31.78
CONNAIGRA,2020-01-06 16:30:09,-57.35630,47.32700,7.5,2.56,31.78
CONNAIGRA,2020-01-06 16:40:09,-57.29250,47.32120,7.5,2.55,31.78
CONNAIGRA,2020-01-06 16:50:09,-57.22780,47.31520,7.5,2.54,31.78
CONNAIGRA,2020-01-06 17:00:09,-57.16330,47.30870,7.5,2.54,31.78
CONNAIGRA,2020-01-06 17:10:09,-57.09970,47.30130,7.5,2.52,31.80
CONNAIGRA,2020-01-06 17:20:09,-57.03580,47.29420,7.5,2.48,31.81
CONNAIGRA,2020-01-06 17:30:09,-56.97130,47.28770,7.5,2.52,31.83
CONNAIGRA,2020-01-06 17:40:09,-56.90630,47.28130,7.5,2.71,31.86
CONNAIGRA,2020-01-06 17:50:09,-56.84100,47.27480,7.5,2.85,31.88
CONNAIGRA,2020-01-06 18:00:09,-56.77530,47.26870,7.5,2.89,31.89
CONNAIGRA,2020-01-06 18:10:09,-56.70920,47.26250,7.5,2.83,31.89
CONNAIGRA,2020-01-06 18:20:09,-56.64300,47.25620,7.5,2.72,31.88
CONNAIGRA,2020-01-06 18:30:09,-56.57730,47.24970,7.5,2.63,31.88
CONNAIGRA,2020-01-06 18:40:09,-56.51220,47.24300,7.5,2.57,31.86
CONNAIGRA,2020-01-06 18:50:09,-56.44620,47.23720,7.5,2.51,31.87
CONNAIGRA,2020-01-06 19:00:09,-56.38230,47.22700,7.5,2.45,31.87
CONNAIGRA,2020-01-06 19:10:09,-56.32930,47.20050,7.5,2.42,31.87
CONNAIGRA,2020-01-06 19:20:09,-56.27720,47.17400,7.5,2.40,31.87
CONNAIGRA,2020-01-06 19:30:09,-56.22450,47.14750,7.5,2.37,31.86
CONNAIGRA,2020-01-06 19:40:09,-56.17200,47.12100,7.5,2.35,31.84
CONNAIGRA,2020-01-06 19:50:09,-56.12000,47.09420,7.5,2.35,31.82
CONNAIGRA,2020-01-06 20:00:09,-56.09730,47.05380,7.5,2.34,31.80
CONNAIGRA,2020-01-06 20:10:09,-56.07950,47.00620,7.5,2.33,31.79
CONNAIGRA,2020-01-06 20:20:09,-56.06100,46.95480,7.5,2.32,31.76
CONNAIGRA,2020-01-06 20:30:09,-56.04430,46.90620,7.5,2.34,31.70
CONNAIGRA,2020-01-06 20:40:09,-56.02870,46.85650,7.5,2.35,31.68
CONNAIGRA,2020-01-06 20:50:09,-55.99600,46.81030,7.5,2.35,31.67
CONNAIGRA,2020-01-06 21:00:09,-55.92250,46.79070,7.5,2.35,31.67
CONNAIGRA,2020-01-06 21:10:09,-55.85880,46.77580,7.5,2.36,31.65
CONNAIGRA,2020-01-06 21:20:09,-55.79930,46.76450,7.5,2.37,31.66
CONNAIGRA,2020-01-06 21:30:09,-55.73980,46.75370,7.5,2.37,31.64
CONNAIGRA,2020-01-06 21:40:09,-55.67820,46.74580,7.5,2.38,31.63
CONNAIGRA,2020-01-06 21:50:09,-55.61620,46.73750,7.5,2.39,31.63
CONNAIGRA,2020-01-06 22:00:09,-55.55630,46.72950,7.5,2.40,31.62
CONNAIGRA,2020-01-06 22:10:09,-55.49720,46.72120,7.5,2.41,31.64
CONNAIGRA,2020-01-06 22:20:09,-55.43870,46.71380,7.5,2.35,31.68
CONNAIGRA,2020-01-06 22:30:09,-55.38070,46.70750,7.5,2.26,31.73
CONNAIGRA,2020-01-06 22:40:09,-55.32330,46.70120,7.5,2.16,31.76
CONNAIGRA,2020-01-06 22:50:09,-55.26530,46.69500,7.5,2.04,31.80
