Ship/Navire,Date(GMT),Longitude,Latitude,Deph/Profondeur(m),Temperature/Température(ºC),Salinity/Salinité
CONNAIGRA,2016-01-05 09:59:36,-52.70430,47.22350,7.5,1.13,31.41
CONNAIGRA,2016-01-05 10:09:36,-52.73000,47.16770,7.5,0.95,31.51
CONNAIGRA,2016-01-05 10:19:36,-52.75550,47.11150,7.5,0.78,31.59
CONNAIGRA,2016-01-05 10:29:36,-52.78120,47.05500,7.5,0.75,31.59
CONNAIGRA,2016-01-05 10:39:36,-52.80830,46.99850,7.5,0.82,31.54
CONNAIGRA,2016-01-05 10:49:36,-52.83400,46.94270,7.5,0.88,31.50
CONNAIGRA,2016-01-05 10:59:36,-52.85930,46.88730,7.5,0.90,31.47
CONNAIGRA,2016-01-05 11:09:36,-52.88380,46.83170,7.5,0.89,31.46
CONNAIGRA,2016-01-05 11:19:36,-52.90980,46.77620,7.5,0.86,31.49
CONNAIGRA,2016-01-05 11:29:36,-52.95150,46.72670,7.5,0.89,31.49
CONNAIGRA,2016-01-05 11:39:36,-52.99630,46.67920,7.5,0.96,31.45
CONNAIGRA,2016-01-05 11:49:36,-53.04070,46.63250,7.5,1.08,31.40
CONNAIGRA,2016-01-05 11:59:36,-53.10170,46.59800,7.5,1.13,31.38
CONNAIGRA,2016-01-05 12:09:36,-53.16950,46.57250,7.5,1.16,31.37
CONNAIGRA,2016-01-05 12:19:36,-53.24530,46.56250,7.5,1.40,31.28
CONNAIGRA,2016-01-05 12:29:36,-53.32230,46.55380,7.5,1.65,31.21
CONNAIGRA,2016-01-05 12:39:36,-53.39900,46.54520,7.5,1.97,31.19
CONNAIGRA,2016-01-05 12:49:36,-53.47530,46.53730,7.5,2.14,31.17
CONNAIGRA,2016-01-05 12:59:36,-53.55150,46.53280,7.5,2.24,31.15
CONNAIGRA,2016-01-05 13:09:36,-53.62730,46.53470,7.5,2.26,31.14
CONNAIGRA,2016-01-05 13:19:36,-53.70350,46.53800,7.5,2.24,31.15
CONNAIGRA,2016-01-05 13:29:36,-53.78000,46.54200,7.5,2.20,31.17
CONNAIGRA,2016-01-05 13:39:36,-53.85650,46.54620,7.5,2.10,31.20
CONNAIGRA,2016-01-05 13:49:36,-53.93330,46.55080,7.5,2.00,31.24
CONNAIGRA,2016-01-05 13:59:36,-54.00980,46.55520,7.5,2.01,31.26
